NAME,TEAM,POS,AGE,GP,MPG,MIN%,USG%,TOr,FTA,FT%,2PAT,2PA,2P%,2PM,3PAT,3PA,3P%,3PM,FGA,FGM,FG%,TS%,PPG,RPG,TRB%,APG,AST%,SPG,BPG,VI,FTM,PER_n,PER,eFG%
Quincy Acy,Tor,SF,23,7,8.5,15.3,14.9,0.102,8,0.625,9,1.285714286,0.444,0.570857143,5,0.714285714,0.4,0.285714286,2,0.856571429,0.428285714,0.542,2.7,2.1,14.7,0.6,10.3,0.57,0.43,7.1,0.714285714,20.51240126,14.97405292,0.499714286
Quincy Acy,Sac,SF,23,56,13.9,28.6,9.9,0.16,45,0.667,117,2.089285714,0.496,1.036285714,10,0.178571429,0.2,0.035714286,2.267857143,1.072,0.472692913,0.518,2.7,3.6,14.5,0.4,4.5,0.34,0.41,4.5,0.535982143,12.87939064,9.401955168,0.480566929
Steven Adams,Okc,C,20,81,14.6,30.2,11.8,0.225,136,0.581,185,2.283950617,0.503,1.14882716,0,0,0,0,2.283950617,1.14882716,0.503,0.541,3.3,4.1,15.8,0.5,5.1,0.49,0.7,5.2,0.975506173,17.06458733,12.45714875,0.503
Jeff Adrien,Cha,PF,27,25,10.1,20.3,10.8,0.136,25,0.52,40,1.6,0.55,0.88,0,0,0,0,1.6,0.88,0.55,0.559,2.3,3.5,19.7,0.3,4.2,0.28,0.6,5.3,0.52,17.51462253,12.78567445,0.55
Jeff Adrien,Mil,PF,27,28,25,50.6,19.9,0.101,94,0.67,235,8.392857143,0.515,4.322321429,0,0,0,0,8.392857143,4.322321429,0.515,0.552,10.9,7.8,17.9,1.1,7.8,0.61,0.75,7.3,2.249285714,24.12741168,17.61301053,0.515
Arron Afflalo,Orl,SG,28,73,34.8,71.3,23.4,0.112,336,0.815,711,9.739726027,0.473,4.606890411,300,4.109589041,0.427,1.754794521,13.84931507,6.361684932,0.459350148,0.574,18.2,3.6,5.8,3.4,17,0.48,0.04,7,3.751232877,22.5616954,16.47003765,0.522703264
Alexis Ajinca,Nor,C,25,56,16.8,34.5,16.5,0.184,67,0.836,249,4.446428571,0.546,2.42775,1,0.017857143,0,0,4.464285714,2.42775,0.543816,0.587,5.9,4.9,17.1,0.7,6.7,0.41,0.82,6.5,1.000214286,20.92254709,15.27345938,0.543816
Cole Aldrich,Nyk,C,25,46,6.9,14.2,13.4,0.195,30,0.867,61,1.326086957,0.541,0.717413043,0,0,0,0,1.326086957,0.717413043,0.541,0.62,2,2.8,23.7,0.3,6.6,0.17,0.65,6.9,0.565434783,21.94681264,16.02117323,0.540999999
LaMarcus Aldridge,Por,PF,28,69,36,74.3,29.9,0.072,360,0.822,1408,20.4057971,0.461,9.407072464,15,0.217391304,0.2,0.043478261,20.62318841,9.450550725,0.45824877,0.507,23.2,11.1,16.6,2.6,13.1,0.93,1,9.7,4.288695652,29.32816582,21.40956105,0.459302881
Lavoy Allen,Phi,PF,24,51,18.7,38.3,14.4,0.127,40,0.675,252,4.941176471,0.456,2.253176471,13,0.254901961,0.154,0.039254902,5.196078431,2.292431373,0.441184906,0.465,5.2,5.4,15.7,1.3,10.4,0.43,0.53,7.1,0.529411765,15.97311328,11.6603727,0.444962264
Lavoy Allen,Ind,PF,24,14,7.8,15.7,17.9,0.094,10,0.6,34,2.428571429,0.5,1.214285714,0,0,0,0,2.428571429,1.214285714,0.5,0.521,2.9,2.4,17.6,0.4,9.4,0.14,0.43,7.2,0.428571429,18.65005014,13.6145366,0.5
Ray Allen,Mia,SG,38,73,26.3,54.2,16.9,0.123,116,0.905,234,3.205479452,0.53,1.69890411,309,4.232876712,0.375,1.587328767,7.438356164,3.286232877,0.44179558,0.59,9.6,2.8,6.7,2,11.2,0.74,0.1,5.7,1.438082192,16.75646967,12.23222286,0.548494475
Tony Allen,Mem,SG,32,55,23.1,47.6,20.2,0.162,121,0.628,366,6.654545455,0.527,3.506945455,47,0.854545455,0.234,0.199963636,7.509090909,3.706909091,0.493656174,0.531,9,3.8,9.7,1.7,11.8,1.64,0.35,6.7,1.3816,20.9943157,15.32585046,0.506970944
Al-Farouq Aminu,Nor,SF,23,80,25.4,52.4,14.4,0.137,137,0.664,446,5.575,0.496,2.7652,48,0.6,0.271,0.1626,6.175,2.9278,0.474137652,0.516,7.2,6.2,14.2,1.4,8.4,1.03,0.46,6.2,1.1371,17.19568703,12.55285153,0.487303644
Louis Amundson,Nor,PF,31,18,10,20,14.3,0.248,24,0.25,32,1.777777778,0.5,0.888888889,0,0,0,0,1.777777778,0.888888889,0.5,0.446,2.1,3.1,17.7,0.3,4.8,0.5,0.61,5,0.333333333,16.13693556,11.77996296,0.5
Chris Andersen,Mia,C,35,72,19.2,39.5,13.9,0.132,169,0.71,263,3.652777778,0.662,2.418138889,12,0.166666667,0.25,0.041666667,3.819444444,2.459805556,0.644021818,0.683,6.6,5.3,17.2,0.3,2.1,0.44,1.35,4.6,1.666527778,23.08588213,16.85269396,0.649476364
Alan Anderson,Bro,SF,31,78,22.6,46.5,16,0.104,118,0.78,237,3.038461538,0.464,1.409846154,248,3.179487179,0.339,1.077846154,6.217948718,2.487692308,0.400082474,0.525,7.2,2.2,6,1,7.3,0.62,0.14,4.4,1.18,12.89779881,9.415393129,0.486754639
James Anderson,Phi,SG,24,80,28.6,59.1,16.1,0.122,106,0.726,366,4.575,0.53,2.42475,351,4.3875,0.328,1.4391,8.9625,3.86385,0.431112971,0.53,10.1,3.8,7.1,1.9,10.1,0.93,0.35,5.8,0.96195,15.83912993,11.56256485,0.51139749
Ryan Anderson,Nor,PF,25,22,35.9,72.5,23.1,0.05,62,0.952,190,8.636363636,0.463,3.998636364,164,7.454545455,0.409,3.048909091,16.09090909,7.047545455,0.437983051,0.572,19.8,6.4,10.4,0.8,3.7,0.45,0.32,5.2,2.682909091,21.22353178,15.4931782,0.532723164
Giannis Antetokounmpo,Mil,SF,19,77,24.4,50.4,15.1,0.194,202,0.683,300,3.896103896,0.44,1.714285714,118,1.532467532,0.347,0.531766234,5.428571429,2.246051948,0.413746411,0.518,6.8,4.4,10.3,1.9,12.2,0.78,0.79,6.3,1.791766234,17.17869901,12.54045028,0.46272488
Carmelo Anthony,Nyk,PF,29,77,38.5,79.5,32.6,0.095,541,0.848,1229,15.96103896,0.469,7.485727273,415,5.38961039,0.402,2.166623377,21.35064935,9.652350649,0.452086983,0.561,27.4,8.1,12.3,3.1,15.7,1.25,0.66,9.2,5.958025974,31.84969326,23.25027608,0.502826034
Joel Anthony,Bos,C,31,21,6.9,14.2,9.4,0.065,6,0.333,26,1.238095238,0.385,0.476666667,0,0,0,0,1.238095238,0.476666667,0.385,0.384,1,1.5,12.2,0.1,2,0.14,0.38,3.1,0.095142857,6.311882488,4.607674216,0.385
Pero Antic,Atl,PF,31,50,18.3,37.6,18.8,0.145,66,0.758,123,2.46,0.545,1.3407,171,3.42,0.327,1.11834,5.88,2.45904,0.418204082,0.545,7,4.2,13.2,1.2,10.1,0.38,0.24,7.2,1.00056,18.31347993,13.36884035,0.51330102
Trevor Ariza,Was,SF,28,77,35.1,71.8,17.9,0.123,193,0.772,411,5.337662338,0.509,2.71687013,442,5.74025974,0.407,2.336285714,11.07792208,5.053155844,0.456146542,0.59,14.4,6.2,10.2,2.5,10.9,1.64,0.26,6.9,1.935012987,21.05336211,15.36895434,0.561594373
Hilton Armstrong,Gol,C,29,15,6.3,12.6,14.9,0.187,16,0.438,19,1.266666667,0.474,0.6004,0,0,0,0,1.266666667,0.6004,0.474,0.48,1.7,3.1,27.2,0.3,7.4,0.27,0.27,7.4,0.4672,20.54995945,15.0014704,0.474
Darrell Arthur,Den,SF,25,68,16.9,35,18.3,0.117,62,0.855,346,5.088235294,0.399,2.030205882,64,0.941176471,0.375,0.352941176,6.029411765,2.383147059,0.395253659,0.459,5.9,3.1,9.9,0.9,8.1,0.57,0.69,6,0.779558824,15.28309672,11.1566606,0.424521951
Omer Asik,Hou,C,27,48,20,41.1,13.9,0.194,126,0.619,190,3.958333333,0.532,2.105833333,0,0,0,0,3.958333333,2.105833333,0.532,0.57,5.8,7.9,22,0.6,4.1,0.29,0.77,6,1.624875,21.33874815,15.57728615,0.532
D.J. Augustin,Tor,PG,26,10,8,14.9,20.3,0.253,6,1,13,1.3,0.462,0.6006,11,1.1,0.091,0.1001,2.4,0.7007,0.291958333,0.394,2.1,0.4,2.9,1,18.9,0.1,0,4.7,0.6,6.908035766,5.042866109,0.3128125
D.J. Augustin,Chi,PG,26,61,30.2,61.9,22.7,0.128,221,0.882,373,6.114754098,0.426,2.604885246,321,5.262295082,0.411,2.162803279,11.37704918,4.767688525,0.41906196,0.574,14.9,2.1,3.9,5,29.6,0.85,0.05,7.1,3.195442623,23.49928749,17.15447987,0.514113112
Gustavo Ayon,Atl,C,28,26,16.3,33.2,15,0.207,20,0.4,102,3.923076923,0.51,2.000769231,0,0,0,0,3.923076923,2.000769231,0.51,0.505,4.3,4.8,17.1,1.1,10.2,0.96,0.38,6.9,0.307692308,18.2503345,13.32274418,0.51
Jeff Ayres,San,PF,26,73,12.9,26.7,12.6,0.241,55,0.691,174,2.383561644,0.58,1.382465753,0,0,0,0,2.383561644,1.382465753,0.58,0.605,3.3,3.5,15.4,0.8,8.7,0.18,0.34,6.5,0.520616438,16.39100315,11.9654323,0.58
Chris Babb,Bos,SG,23,14,9.2,18.9,11.4,0.091,0,0,3,0.214285714,0.667,0.142928571,27,1.928571429,0.222,0.428142857,2.142857143,0.571071429,0.2665,0.367,1.6,1.2,7.5,0.2,3.3,0.43,0,3.2,0,3.646909146,2.662243677,0.3664
Luke Babbitt,Nor,PF,24,27,17.4,35.2,17.1,0.085,18,0.778,59,2.185185185,0.407,0.88937037,95,3.518518519,0.379,1.333518519,5.703703704,2.222888889,0.389727273,0.525,6.3,3.3,10.9,1.1,9.5,0.26,0.41,6.5,0.518666667,15.42570308,11.26076325,0.506626623
Leandro Barbosa,Pho,PG,31,20,18.1,37.2,20.3,0.114,39,0.795,106,5.3,0.462,2.4486,25,1.25,0.28,0.35,6.55,2.7986,0.427267176,0.506,7.5,1.9,5.7,1.6,13.6,0.35,0.2,6.3,1.55025,16.93930345,12.36569152,0.453984733
Jose Barea,Min,PG,29,79,18.4,38.1,24.1,0.15,100,0.79,425,5.379746835,0.426,2.291772152,231,2.924050633,0.316,0.924,8.303797468,3.215772152,0.387265244,0.471,8.4,1.9,5.8,3.8,33.2,0.33,0,8.5,1,19.09803033,13.94156214,0.442902439
Andrea Bargnani,Nyk,C,28,42,29.7,60.9,22.5,0.096,102,0.824,394,9.380952381,0.487,4.56852381,108,2.571428571,0.278,0.714857143,11.95238095,5.283380952,0.442035857,0.51,13.3,5.3,10.5,1.1,6.2,0.33,1.21,5.7,2.001142857,18.57417709,13.55914928,0.471940239
Harrison Barnes,Gol,SF,21,78,28,58,16.9,0.1,181,0.718,488,6.256410256,0.42,2.627692308,190,2.435897436,0.347,0.84525641,8.692307692,3.472948718,0.399542773,0.487,9.5,4,7.8,1.5,7.7,0.83,0.26,5.5,1.666128205,14.70353411,10.7335799,0.448163717
Matt Barnes,Lac,SF,33,63,27.3,56.6,16.7,0.13,90,0.733,243,3.857142857,0.551,2.125285714,284,4.507936508,0.342,1.541714286,8.365079365,3.667,0.438370019,0.552,9.9,4.6,9.4,2,10.7,0.89,0.44,6.6,1.047142857,17.79143983,12.98775107,0.530521822
Will Barton,Por,SG,23,41,9.2,18.9,21.7,0.096,32,0.813,123,3,0.447,1.341,33,0.804878049,0.303,0.243878049,3.804878049,1.584878049,0.416538462,0.488,4,1.8,10.5,0.8,13.7,0.22,0.17,7.8,0.634536585,17.26792512,12.60558534,0.448586539
Brandon Bass,Bos,PF,28,82,27.5,57.1,18.4,0.109,239,0.858,719,8.768292683,0.487,4.270158537,6,0.073170732,0.333,0.024365854,8.841463415,4.29452439,0.485725517,0.549,11.1,5.7,11.9,1.1,6.4,0.44,0.87,6,2.500756098,19.9547361,14.56695735,0.487103448
Shane Battier,Mia,SF,35,73,19.9,41,10.1,0.072,23,0.652,65,0.890410959,0.492,0.438082192,210,2.876712329,0.348,1.00109589,3.767123288,1.439178082,0.382036364,0.523,4.1,1.9,5.9,0.9,6,0.68,0.53,3.8,0.205424658,9.865108235,7.201529011,0.514909091
Nicolas Batum,Por,SF,25,82,35.8,74,16.6,0.187,203,0.803,417,5.085365854,0.566,2.878317073,402,4.902439024,0.361,1.769780488,9.987804878,4.648097561,0.465377289,0.589,13,7.5,11.2,5.1,21.1,0.91,0.7,8.9,1.987914634,22.42588768,16.37089801,0.553974359
Jerryd Bayless,Mem,PG,25,31,20.7,42.5,20.6,0.077,57,0.789,156,5.032258065,0.417,2.098451613,83,2.677419355,0.301,0.805903226,7.709677419,2.904354839,0.376715481,0.473,8.1,1.9,5.4,2.1,15.8,0.65,0.16,6.2,1.450741935,15.62052004,11.40297963,0.428981172
Jerryd Bayless,Bos,PG,25,41,25.1,52,20,0.129,61,0.803,248,6.048780488,0.431,2.60702439,130,3.170731707,0.392,1.242926829,9.219512195,3.84995122,0.417587302,0.514,10.1,2.1,4.7,3.1,20.5,0.95,0.1,6.4,1.194707317,17.58311365,12.83567297,0.484994709
Aron Baynes,San,C,27,53,9,18.7,19.6,0.173,21,0.905,163,3.075471698,0.436,1.34090566,0,0,0,0,3.075471698,1.34090566,0.436,0.467,3,2.7,17.1,0.6,10.2,0.04,0.09,7.5,0.358584906,14.06716908,10.26903343,0.436
Kent Bazemore,Gol,SG,24,44,5.9,12.1,23.9,0.199,36,0.528,58,1.318181818,0.448,0.590545455,39,0.886363636,0.256,0.226909091,2.204545455,0.817454545,0.370804124,0.448,2.3,0.9,8.4,0.5,11.4,0.27,0.14,6.9,0.432,13.87210948,10.12663992,0.422268041
Kent Bazemore,Lal,SG,24,23,27.8,57.6,22.5,0.155,73,0.644,157,6.826086957,0.497,3.392565217,89,3.869565217,0.371,1.435608696,10.69565217,4.828173913,0.451414634,0.543,13.1,3.3,6.4,3.1,18.1,1.35,0.3,7.4,2.044,22.57367686,16.47878411,0.518526423
Bradley Beal,Was,SG,20,73,34.5,70.3,24.4,0.094,189,0.788,806,11.04109589,0.426,4.703506849,343,4.698630137,0.402,1.888849315,15.73972603,6.592356164,0.418835509,0.507,17.1,3.7,6.3,3.4,16.2,0.97,0.25,6.9,2.040164384,19.45515026,14.20225969,0.47883812
Michael Beasley,Mia,SF,25,55,14.9,30.6,26.1,0.128,79,0.772,301,5.472727273,0.518,2.834872727,54,0.981818182,0.389,0.381927273,6.454545455,3.2168,0.498377465,0.559,7.9,3.1,13.2,0.7,8.7,0.42,0.38,6.9,1.108872727,22.95170868,16.75474734,0.52796338
Marco Belinelli,San,SF,27,80,25,51.9,19.1,0.112,131,0.847,402,5.025,0.525,2.638125,293,3.6625,0.43,1.574875,8.6875,4.213,0.48494964,0.605,11.4,2.8,6.4,2.2,13.3,0.63,0.09,6.6,1.3869625,20.17676243,14.72903657,0.575589928
Anthony Bennett,Cle,SF,20,52,12.5,25.6,20.7,0.155,69,0.638,172,3.307692308,0.39,1.29,53,1.019230769,0.245,0.249711538,4.326923077,1.539711538,0.355844444,0.425,4.2,3,13.3,0.3,4.1,0.4,0.15,5,0.846576923,13.16072544,9.607329572,0.3847
Patrick Beverley,Hou,SG,25,56,31.1,64,14.9,0.112,102,0.814,226,4.035714286,0.473,1.908892857,255,4.553571429,0.361,1.643839286,8.589285714,3.552732143,0.413623701,0.545,10.2,3.5,6.3,2.7,12.7,1.39,0.41,5.9,1.482642857,16.77931969,12.24890337,0.509314969
Andris Biedrins,Uta,C,27,6,7.3,14.3,5.9,0.355,6,0.167,1,0.166666667,1,0.166666667,0,0,0,0,0.166666667,0.166666667,1,0.412,0.5,2.8,22.3,0,0,0,0,0,0.167,0,0,1
Chauncey Billups,Det,SG,37,19,16,32.7,15.3,0.229,12,0.833,31,1.631578947,0.323,0.527,48,2.526315789,0.292,0.737684211,4.157894737,1.264684211,0.304164557,0.427,3.8,1.5,5,2.2,19,0.42,0.05,5.8,0.526105263,10.67932667,7.795908468,0.392873418
Bismack Biyombo,Cha,C,21,77,13.7,28.3,9.8,0.179,89,0.517,144,1.87012987,0.611,1.142649351,0,0,0,0,1.87012987,1.142649351,0.611,0.606,2.9,4.8,19.5,0.1,1.1,0.09,1.12,3.3,0.597571429,17.18639183,12.54606604,0.611
DeJuan Blair,Dal,PF,24,78,15.4,31.8,19.8,0.147,121,0.636,391,5.012820513,0.537,2.691884615,2,0.025641026,0,0,5.038461538,2.691884615,0.534267176,0.557,6.4,4.7,17.7,0.9,9.1,0.77,0.28,7.8,0.986615385,23.48808453,17.14630171,0.534267176
Steve Blake,Lal,PG,33,27,32.8,68.1,15.7,0.222,35,0.8,102,3.777777778,0.353,1.333555556,131,4.851851852,0.397,1.926185185,8.62962963,3.259740741,0.377738197,0.515,9.5,3.8,6.2,7.6,33.2,1.22,0.07,7.9,1.037037037,19.00942622,13.87688114,0.489341202
Steve Blake,Gol,PG,33,28,21.5,43.8,11.3,0.201,8,0.625,41,1.464285714,0.439,0.642821429,79,2.821428571,0.342,0.964928571,4.285714286,1.60775,0.375141667,0.494,4.4,2,5.1,3.6,22.9,0.71,0.21,5.9,0.178571429,12.99192501,9.484105261,0.487716667
Andray Blatche,Bro,PF,27,73,21.9,45.2,25.8,0.125,221,0.742,620,8.493150685,0.494,4.195616438,54,0.739726027,0.278,0.205643836,9.232876712,4.401260274,0.476694362,0.532,11.2,5.3,14.6,1.5,13,1.03,0.52,8.2,2.246328767,25.68160698,18.74757309,0.487830861
Eric Bledsoe,Pho,PG,24,43,32.8,67.8,25.1,0.178,237,0.772,416,9.674418605,0.517,5.001674419,140,3.255813953,0.357,1.162325581,12.93023256,6.164,0.47671223,0.578,17.7,4.7,8,5.5,27.3,1.6,0.33,9.4,4.254976744,29.51814746,21.54824765,0.521658273
Keith Bogans,Bos,SG,33,6,9,18.1,6.8,0.12,3,1,0,0,0,0,6,1,0.5,0.5,1,0.5,0.5,0.82,2,0.5,3.2,0.5,7.9,0.17,0,3.5,0.5,9.675205238,7.062899824,0.75
Andrew Bogut,Gol,C,29,67,26.2,54.1,12.5,0.194,64,0.344,375,5.597014925,0.627,3.509328358,0,0,0,0,5.597014925,3.509328358,0.627,0.61,7.3,10,20.8,1.7,9.4,0.72,1.78,7.6,0.328597015,22.95568165,16.7576476,0.627
