NAME,TEAM,POS,AGE,GP,MPG,MIN%,USG%,TOr,FTA,FT%,2PAT,2PA,2P%,2PM,3PAT,3PA,3P%,3PM,FGA,FGM,FG%,TS%,PPG,RPG,TRB%,APG,AST%,SPG,BPG,VI,FTM,PER_n,PER,eFG%
Danilo Gallinari,Den,SF,28,63,33.9,70.6,20,0.082,387,0.902,426,6.761904762,0.491,3.320095238,324,5.142857143,0.389,2.000571429,11.9047619,5.320666667,0.446936,0.622,18.2,5.1,8.4,2.1,9.1,0.65,0.24,6.8,5.540857143,22.02562799,15.15177344,0.53096
Danny Green,San,SG,29,68,26.6,55.4,13.5,0.141,32,0.844,138,2.029411765,0.42,0.852352941,311,4.573529412,0.379,1.733367647,6.602941176,2.585720588,0.391601336,0.537,7.3,3.3,7,1.8,9.6,1.03,0.84,5.3,0.397176471,13.56381292,9.330758718,0.522858575
Dante Cunningham,Nor,SF,29,66,25,52,10.7,0.07,27,0.593,178,2.696969697,0.579,1.561545455,181,2.742424242,0.392,1.075030303,5.439393939,2.636575758,0.484718663,0.586,6.6,4.2,8.8,0.5,3.1,0.59,0.42,3.8,0.242590909,12.15332371,8.360461166,0.583537605
Dante Exum,Uta,PG,21,66,18.6,38.8,18.1,0.168,73,0.795,214,3.242424242,0.519,1.682818182,149,2.257575758,0.295,0.665984848,5.5,2.34880303,0.427055096,0.521,6.2,2,6.2,1.7,14,0.32,0.18,5.9,0.879318182,13.00930322,8.949302832,0.487599173
Dario Saric,Phi,PF,22,81,26.3,54.8,24.6,0.152,220,0.782,586,7.234567901,0.469,3.393012346,341,4.209876543,0.311,1.309271605,11.44444444,4.702283951,0.41087918,0.508,12.8,6.3,13.3,2.2,14.3,0.7,0.37,8.5,2.123950617,20.16223022,13.86991301,0.468080367
Darrell Arthur,Den,PF,28,41,15.6,32.4,17.4,0.138,22,0.864,98,2.390243902,0.429,1.025414634,117,2.853658537,0.453,1.292707317,5.243902439,2.318121951,0.442060465,0.583,6.4,2.7,9.7,1,9.3,0.46,0.51,6.6,0.463609756,17.71571709,12.18691843,0.565318605
Darren Collison,Sac,PG,29,68,30.3,63.2,19.8,0.125,171,0.86,540,7.941176471,0.494,3.922941176,174,2.558823529,0.42,1.074705882,10.5,4.997647059,0.475966387,0.57,13.2,2.2,4.3,4.6,24.5,0.99,0.13,6.7,2.162647059,19.6556627,13.52143731,0.527142857
Darrun Hilliard,Det,SG,23,39,9.8,20.4,19.3,0.168,28,0.75,80,2.051282051,0.438,0.898461538,46,1.179487179,0.261,0.307846154,3.230769231,1.206307692,0.373380952,0.459,3.3,0.8,4.7,0.8,12.3,0.28,0.05,5.2,0.538461538,9.053446578,6.228007277,0.421023809
David Lee,San,PF,33,79,18.7,38.9,16.9,0.149,113,0.708,420,5.316455696,0.59,3.136708861,0,0,0,0,5.316455696,3.136708861,0.59,0.613,7.3,5.6,16.9,1.6,12.9,0.38,0.51,8.6,1.012708861,21.92211069,15.08056227,0.59
David Nwaba,Lal,SG,24,20,19.9,41.4,11.7,0.101,39,0.641,76,3.8,0.605,2.299,5,0.25,0.2,0.05,4.05,2.349,0.58,0.611,6,3.2,8.7,0.7,5,0.6,0.35,4.8,1.24995,14.4972221,9.972865469,0.58617284
David West,Gol,PF,36,68,12.6,26.2,18,0.222,56,0.768,244,3.588235294,0.541,1.941235294,8,0.117647059,0.375,0.044117647,3.705882353,1.985352941,0.535730159,0.571,4.6,3,13,2.2,24.1,0.62,0.71,9.9,0.632470588,23.90931599,16.44759183,0.54168254
Davis Bertans,San,PF,24,67,12.1,25.1,15.7,0.114,34,0.824,61,0.910447761,0.557,0.507119403,173,2.582089552,0.399,1.030253731,3.492537313,1.537373134,0.440188034,0.609,4.5,1.5,6.9,0.7,8.3,0.3,0.42,5.5,0.418149254,14.99331471,10.31413532,0.587681624
DeAndre’ Bembry,Atl,SF,22,38,9.8,20.3,14.3,0.132,16,0.375,80,2.105263158,0.575,1.210526316,18,0.473684211,0.056,0.026526316,2.578947368,1.237052632,0.479673469,0.481,2.7,1.6,8.7,0.8,11.9,0.21,0.13,6.2,0.157894737,10.38025508,7.140739567,0.484816327
DeAndre Jordan,Lac,C,28,81,31.7,66.1,15.3,0.132,425,0.482,575,7.098765432,0.717,5.089814815,2,0.024691358,0,0,7.12345679,5.089814815,0.714514731,0.673,12.7,13.8,24.3,1.2,5.7,0.62,1.65,7.5,2.529012346,26.38582013,18.1512177,0.714514731
DeAndre Liggins,Cle,SG,28,61,12.3,25.7,11.5,0.216,37,0.622,91,1.491803279,0.385,0.574344262,45,0.737704918,0.378,0.278852459,2.229508197,0.853196721,0.382683824,0.473,2.4,1.7,7.4,0.9,9.5,0.74,0.23,5,0.377278689,10.50683027,7.227812616,0.445220588
Dejounte Murray,San,PG,20,38,8.5,17.6,23.5,0.227,30,0.7,93,2.447368421,0.441,1.079289474,23,0.605263158,0.391,0.236657895,3.052631579,1.315947368,0.431086207,0.503,3.4,1.1,7.4,1.3,22.7,0.21,0.16,8,0.552631579,15.35889276,10.56562217,0.469849138
Delon Wright,Tor,PG,24,27,16.5,34.5,16.4,0.152,55,0.764,85,3.148148148,0.459,1.445,30,1.111111111,0.333,0.37,4.259259259,1.815,0.426130435,0.539,5.6,1.7,6,2.1,18.2,1,0.41,6.6,1.556296296,17.45883672,12.01020641,0.469565217
DeMar DeRozan,Tor,SG,27,74,35.4,73.8,34.3,0.09,647,0.842,1421,19.2027027,0.484,9.294108108,124,1.675675676,0.266,0.44572973,20.87837838,9.739837838,0.46650356,0.552,27.3,5.2,8.3,3.9,20.6,1.05,0.18,9.3,7.361810811,28.84950418,19.84602443,0.477177994
DeMarcus Cousins,Sac,C,26,55,34.4,71.6,37.5,0.132,549,0.77,851,15.47272727,0.482,7.457854545,267,4.854545455,0.356,1.728218182,20.32727273,9.186072727,0.451908766,0.562,27.8,10.6,17.8,4.8,27.4,1.36,1.35,13.1,7.686,36.40765455,25.0453941,0.494418605
DeMarcus Cousins,Nor,C,26,17,33.8,70.4,33.1,0.144,121,0.777,218,12.82352941,0.486,6.232235294,96,5.647058824,0.375,2.117647059,18.47058824,8.349882353,0.452063694,0.564,24.4,12.4,19.4,3.9,20.6,1.47,1.24,12.5,5.530411765,34.46397849,23.70830898,0.509388535
DeMarre Carroll,Tor,SF,30,72,26.1,54.4,15.6,0.082,117,0.761,230,3.194444444,0.483,1.542916667,320,4.444444444,0.341,1.515555556,7.638888889,3.058472222,0.400381818,0.53,8.9,3.8,8.3,1,5.7,1.11,0.38,5,1.236625,14.20487181,9.771753139,0.499581818
Dennis Schroder,Atl,PG,23,79,31.5,65.5,27.8,0.163,255,0.855,920,11.64556962,0.487,5.671392405,294,3.721518987,0.34,1.265316456,15.36708861,6.936708861,0.451400329,0.533,17.9,3.1,5.5,6.3,35.6,0.95,0.22,8.9,2.759810127,24.24957043,16.68165818,0.492570016
Denzel Valentine,Chi,SG,23,57,17.1,35.7,15.4,0.142,18,0.778,80,1.403508772,0.363,0.509473684,208,3.649122807,0.351,1.280842105,5.052631579,1.790315789,0.354333333,0.492,5.1,2.6,8.3,1.1,9.3,0.53,0.12,5.7,0.245684211,11.49318916,7.906344294,0.481083333
Deron Williams,Dal,PG,32,40,29.3,61,23.7,0.167,84,0.821,272,6.8,0.485,3.298,181,4.525,0.348,1.5747,11.325,4.8727,0.430260486,0.533,13.1,2.6,5.1,6.9,40.1,0.63,0.05,8.4,1.7241,21.12574946,14.53273295,0.499783664
Deron Williams,Cle,PG,32,24,20.3,42.2,18.1,0.202,25,0.84,94,3.916666667,0.489,1.91525,53,2.208333333,0.415,0.916458333,6.125,2.831708333,0.462319728,0.566,7.5,1.9,5.1,3.6,25.9,0.25,0.25,7.3,0.875,17.47734278,12.02293702,0.537132653
Derrick Favors,Uta,PF,25,50,23.7,49.4,20.7,0.114,109,0.615,407,8.14,0.491,3.99674,10,0.2,0.3,0.06,8.34,4.05674,0.486419664,0.512,9.5,6.1,14.9,1.1,7.9,0.9,0.8,6.7,1.3407,18.96726464,13.04787753,0.490016787
"Derrick Jones, Jr.",Pho,SF,19,32,17,35.5,11.7,0.086,41,0.707,110,3.4375,0.591,2.0315625,11,0.34375,0.273,0.09384375,3.78125,2.12540625,0.562090909,0.604,5.3,2.5,7.9,0.4,3.1,0.41,0.44,4.1,0.90584375,13.55872438,9.32725823,0.5745
Derrick Rose,Nyk,PG,28,64,32.5,67.8,25.8,0.119,253,0.874,917,14.328125,0.487,6.977796875,60,0.9375,0.217,0.2034375,15.265625,7.181234375,0.470418628,0.53,18,3.8,6.4,4.4,22.8,0.69,0.27,8.2,3.45503125,21.94317374,15.09505187,0.477081883
Derrick Williams,Mia,PF,25,25,15.1,31.4,20.4,0.081,50,0.62,92,3.68,0.489,1.79952,45,1.8,0.2,0.36,5.48,2.15952,0.394072993,0.465,5.9,2.9,10.7,0.6,5.6,0.36,0.2,5.8,1.24,12.87734398,8.858526011,0.426919708
Derrick Williams,Cle,PF,25,25,17.1,35.6,14.4,0.101,39,0.692,55,2.2,0.6,1.32,52,2.08,0.404,0.84032,4.28,2.16032,0.504747664,0.628,6.2,2.3,7.4,0.6,4.7,0.2,0.12,4.8,1.07952,13.97135273,9.611111713,0.602915888
Devin Booker,Pho,SG,20,78,35,72.9,28.6,0.129,441,0.832,1026,13.15384615,0.447,5.879769231,405,5.192307692,0.363,1.884807692,18.34615385,7.764576923,0.423226415,0.531,22.1,3.2,5,3.4,16.3,0.92,0.27,7.1,4.704,21.88234874,15.0532094,0.47459434
Devin Harris,Dal,PG,33,65,16.7,34.8,19.7,0.125,129,0.829,164,2.523076923,0.476,1.200984615,177,2.723076923,0.328,0.893169231,5.246153846,2.094153846,0.399178886,0.549,6.7,2,6.8,2.1,20,0.66,0.11,7.3,1.645246154,17.67770555,12.1607697,0.484304985
Dewayne Dedmon,San,C,27,76,17.5,36.5,12.3,0.169,93,0.699,259,3.407894737,0.622,2.119710526,0,0,0,0,3.407894737,2.119710526,0.622,0.645,5.1,6.5,21.1,0.6,4.8,0.49,0.82,6.2,0.855355263,20.24817367,13.92903486,0.622
Deyonta Davis,Mem,C,20,36,6.6,13.8,12,0.127,18,0.556,47,1.305555556,0.511,0.667138889,0,0,0,0,1.305555556,0.667138889,0.511,0.528,1.6,1.7,14.4,0.1,1.3,0.08,0.47,3.9,0.278,10.41798761,7.16669636,0.511
Dion Waiters,Mia,SG,25,46,30.1,62.7,26.3,0.125,127,0.646,448,9.739130435,0.438,4.26573913,215,4.673913043,0.395,1.846195652,14.41304348,6.111934783,0.424055807,0.507,15.8,3.3,6.1,4.3,23.8,0.91,0.43,8.1,1.783521739,20.3747541,14.01611151,0.48810181
Dirk Nowitzki,Dal,PF,38,54,26.4,54.9,25.8,0.066,112,0.875,469,8.685185185,0.463,4.021240741,209,3.87037037,0.378,1.463,12.55555556,5.484240741,0.436797935,0.529,14.2,6.5,14.4,1.5,10.6,0.56,0.7,7.8,1.814814815,21.59912032,14.85837215,0.495058997
Domantas Sabonis,Okc,PF,20,81,20.1,42,15.5,0.14,67,0.657,322,3.975308642,0.438,1.741185185,159,1.962962963,0.321,0.630111111,5.938271605,2.371296296,0.399324324,0.469,5.9,3.5,9.7,1,7.2,0.48,0.4,5.5,0.543444444,11.71586355,8.059525485,0.452379418
Donatas Motiejunas,Nor,PF,26,34,14.1,29.3,17.6,0.163,49,0.51,91,2.676470588,0.505,1.351617647,47,1.382352941,0.234,0.323470588,4.058823529,1.675088235,0.412702899,0.47,4.4,3,11.1,0.9,9.7,0.53,0.32,6.5,0.735,13.60144988,9.35664977,0.452550725
Dorian Finney-Smith,Dal,PF,23,81,20.3,42.2,11.6,0.111,61,0.754,142,1.75308642,0.479,0.839728395,191,2.358024691,0.293,0.690901235,4.111111111,1.53062963,0.372315315,0.486,4.3,2.7,7.9,0.8,6,0.64,0.3,4.1,0.56782716,9.22831392,6.348301252,0.456343844
Doug McDermott,Chi,SF,25,44,24.5,51,17.6,0.074,67,0.881,223,5.068181818,0.493,2.498613636,150,3.409090909,0.373,1.271590909,8.477272727,3.770204545,0.444742627,0.555,10.2,3,6.5,1,6.5,0.25,0.09,5.1,1.341522727,14.19153545,9.762578845,0.519742627
Doug McDermott,Okc,SF,25,22,19.5,40.7,13.7,0.043,17,0.706,66,3,0.53,1.59,59,2.681818182,0.356,0.954727273,5.681818182,2.544727273,0.447872,0.547,6.6,2.2,6.3,0.6,4.4,0.09,0.05,4.2,0.545545455,10.60707647,7.296773544,0.531888
Dragan Bender,Pho,PF,19,43,13.3,27.8,14.4,0.162,11,0.364,60,1.395348837,0.483,0.673953488,101,2.348837209,0.277,0.650627907,3.744186047,1.324581395,0.353770186,0.44,3.4,2.4,9.8,0.5,5.5,0.23,0.53,4.8,0.093116279,9.186802989,6.319745235,0.440655279
Draymond Green,Gol,PF,26,76,32.5,67.7,16.2,0.198,213,0.709,388,5.105263158,0.492,2.511789474,263,3.460526316,0.308,1.065842105,8.565789474,3.577631579,0.417665131,0.521,10.2,7.9,13.3,7,27.6,2.03,1.38,10.2,1.987065789,24.39423057,16.78117214,0.479880184
Dwight Howard,Atl,C,31,74,29.7,61.9,19.2,0.175,424,0.533,611,8.256756757,0.635,5.243040541,2,0.027027027,0,0,8.283783784,5.243040541,0.632928222,0.627,13.5,12.7,23.5,1.4,7.8,0.86,1.24,8.4,3.053945946,27.43256413,18.87128925,0.632928222
Dwight Powell,Dal,C,25,77,17.3,36.1,16.7,0.072,141,0.759,303,3.935064935,0.571,2.246922078,74,0.961038961,0.284,0.272935065,4.896103896,2.519857143,0.514665782,0.588,6.7,4,13.3,0.6,6.1,0.79,0.51,5.8,1.389857143,19.15671525,13.17820357,0.542538462
Dwyane Wade,Chi,SG,35,60,29.9,62.2,29.6,0.113,281,0.794,810,13.5,0.456,6.156,145,2.416666667,0.31,0.749166667,15.91666667,6.905166667,0.433832461,0.508,18.3,4.5,8.1,3.8,22.3,1.43,0.68,9.1,3.718566667,24.59332909,16.91813512,0.457366492
Ed Davis,Por,PF,27,46,17.2,35.7,12,0.172,81,0.617,142,3.086956522,0.528,1.629913043,0,0,0,0,3.086956522,1.629913043,0.528,0.563,4.3,5.3,17.2,0.6,4.6,0.33,0.48,5.6,1.086456522,15.18548923,10.44633517,0.528
Elfrid Payton,Orl,PG,22,82,29.4,61.3,21.6,0.15,211,0.692,766,9.341463415,0.509,4.754804878,146,1.780487805,0.274,0.487853659,11.12195122,5.242658537,0.471379386,0.52,12.8,4.7,8.7,6.5,35.7,1.07,0.49,9.9,1.780634146,23.32613604,16.04641323,0.493311404
Elijah Millsap,Pho,SG,29,2,11.6,24.1,17.9,0.202,2,0.5,5,2.5,0.2,0.5,2,1,0,0,3.5,0.5,0.142857143,0.19,1.5,3,14.1,0.5,5.5,0,0,4.5,0.5,-1.085493295,-0.746727788,0.142857143
Emmanuel Mudiay,Den,PG,20,55,25.6,53.2,22.6,0.165,167,0.784,373,6.781818182,0.408,2.766981818,178,3.236363636,0.315,1.019454545,10.01818182,3.786436364,0.377956443,0.483,11,3.2,7,3.9,21.8,0.75,0.24,8.1,2.380509091,17.73589099,12.20079637,0.428836661
Enes Kanter,Okc,C,24,72,21.3,44.4,27.3,0.125,285,0.786,699,9.708333333,0.568,5.514333333,38,0.527777778,0.132,0.069666667,10.23611111,5.584,0.545519674,0.599,14.3,6.7,17.4,0.9,7.9,0.43,0.53,8.3,3.11125,29.13176474,20.04019588,0.54892266
Eric Bledsoe,Pho,PG,27,66,33,68.7,28.1,0.153,458,0.847,724,10.96969697,0.477,5.232545455,310,4.696969697,0.335,1.573484848,15.66666667,6.806030303,0.434427466,0.563,21.1,4.8,8,6.3,31.1,1.38,0.47,10.4,5.877666667,29.0076798,19.95483591,0.484645068
Eric Gordon,Hou,SG,28,75,31,64.5,22.1,0.1,175,0.84,355,4.733333333,0.468,2.2152,661,8.813333333,0.372,3.27856,13.54666667,5.49376,0.405543307,0.557,16.2,2.7,4.7,2.5,12.3,0.64,0.55,6.2,1.96,18.65434439,12.8326148,0.526553149
Ersan Ilyasova,Okc,PF,29,3,20.7,43.1,13.7,0.2,0,0,4,1.333333333,0.75,1,12,4,0.25,1,5.333333333,2,0.375,0.469,5,5.3,14.3,0.3,2.2,1,0.33,3.9,0,12.21813353,8.405044851,0.46875
Ersan Ilyasova,Phi,PF,29,53,27.3,56.9,23.6,0.099,142,0.768,350,6.603773585,0.509,3.361320755,298,5.622641509,0.359,2.018528302,12.22641509,5.379849057,0.440018519,0.553,14.8,5.9,12,1.8,11.5,0.62,0.26,7.9,2.057660377,21.45820637,14.76143525,0.522566358
Ersan Ilyasova,Atl,PF,29,26,24.4,50.7,19.8,0.115,65,0.8,134,5.153846154,0.455,2.345,92,3.538461538,0.348,1.231384615,8.692307692,3.576384615,0.411442478,0.53,10.4,5.8,13.1,1.6,10.4,0.85,0.31,7.5,2,18.96724046,13.0478609,0.482274336
E’Twaun Moore,Nor,SG,27,73,24.9,51.9,17.4,0.087,74,0.77,411,5.630136986,0.501,2.82069863,208,2.849315068,0.37,1.054246575,8.479452055,3.874945205,0.456980614,0.537,9.6,2.1,4.4,2.2,13.8,0.68,0.44,5.7,0.780547945,15.28476592,10.51462916,0.519145396
Evan Fournier,Orl,SG,24,68,32.9,68.4,23.5,0.118,277,0.805,570,8.382352941,0.491,4.115735294,360,5.294117647,0.356,1.884705882,13.67647059,6.000441176,0.438741935,0.555,17.2,3.1,5.1,3,14.8,0.97,0.06,6.6,3.279191176,19.53811644,13.4405754,0.507645161
Evan Turner,Por,SG,28,65,25.5,53.2,18.6,0.143,103,0.825,434,6.676923077,0.47,3.138153846,118,1.815384615,0.263,0.477446154,8.492307692,3.6156,0.42575,0.491,9,3.8,8.2,3.2,18.4,0.85,0.37,7.5,1.307307692,16.52401799,11.36713001,0.453860507
Frank Kaminsky,Cha,C,23,75,26.1,54.3,21.8,0.08,156,0.756,448,5.973333333,0.455,2.717866667,354,4.72,0.328,1.54816,10.69333333,4.266026667,0.398942643,0.502,11.7,4.5,9.5,2.2,13.5,0.64,0.45,7.5,1.57248,17.34035279,11.92869946,0.471331671
Fred VanVleet,Tor,PG,22,37,7.9,16.5,20.6,0.111,22,0.818,82,2.216216216,0.341,0.75572973,29,0.783783784,0.379,0.297054054,3,1.052783784,0.350927928,0.443,2.9,1.1,8.1,0.9,17.5,0.43,0.08,7.2,0.486378378,12.27980029,8.447466375,0.400436937
Garrett Temple,Sac,SG,30,65,26.6,55.4,14.2,0.144,74,0.784,211,3.246153846,0.479,1.554907692,220,3.384615385,0.373,1.262461538,6.630769231,2.817369231,0.424893271,0.546,7.8,2.8,6.2,2.6,14.4,1.29,0.43,5.8,0.892553846,14.98677865,10.30963906,0.520090487
Gary Harris,Den,SG,22,57,31.3,65.1,18.4,0.098,134,0.776,382,6.701754386,0.558,3.739578947,255,4.473684211,0.42,1.878947368,11.1754386,5.618526316,0.502756672,0.611,14.9,3.1,5.5,2.9,13.6,1.25,0.14,6.5,1.824280702,20.59754474,14.16937267,0.586822606
Gary Neal,Atl,SG,32,2,9.2,19.1,20.9,0,4,1,5,2.5,0,0,2,1,0,0,3.5,0,0,0.228,2,0.5,3,0.5,7,0,0,3.5,2,-5.623765528,-3.868676126,0
Gary Payton II,Mil,PG,24,6,16.5,34.4,15.7,0.292,5,0.6,13,2.166666667,0.538,1.165666667,9,1.5,0.111,0.1665,3.666666667,1.332166667,0.363318182,0.413,3.3,2,7,2.2,18.1,0.5,0.67,5.9,0.5,11.340649,7.801409542,0.386022727
George Hill,Uta,PG,30,49,31.5,65.6,23.5,0.109,196,0.801,373,7.612244898,0.523,3.981204082,233,4.755102041,0.403,1.916306122,12.36734694,5.897510204,0.476861386,0.599,16.9,3.4,6.2,4.2,22.8,1.02,0.22,7.9,3.204,23.39338785,16.0926768,0.554335809
Georgios Papagiannis,Sac,C,19,22,16.1,33.6,16.9,0.182,14,0.857,100,4.545454545,0.56,2.545454545,2,0.090909091,0,0,4.636363636,2.545454545,0.549019608,0.573,5.6,4,14.2,0.9,9,0.14,0.77,6.8,0.545363636,17.63708963,12.13282937,0.549019608
Gerald Green,Bos,SG,31,47,11.4,23.8,22.7,0.091,41,0.805,121,2.574468085,0.463,1.191978723,111,2.361702128,0.351,0.828957447,4.936170213,2.02093617,0.409413793,0.524,5.6,1.8,8.7,0.7,9.8,0.19,0.15,6.7,0.702234043,15.54138543,10.69116173,0.493381465
Gerald Henderson,Phi,SG,29,72,23.2,48.2,17.9,0.092,165,0.806,379,5.263888889,0.456,2.400333333,173,2.402777778,0.353,0.848180556,7.666666667,3.248513889,0.423719203,0.53,9.2,2.6,6.1,1.6,10.5,0.56,0.19,5.8,1.847083333,14.79912409,10.18054856,0.479035326
Giannis Antetokounmp,Mil,SF,22,80,35.6,74.1,28.3,0.133,612,0.77,1079,13.4875,0.563,7.5934625,180,2.25,0.272,0.612,15.7375,8.2054625,0.521395552,0.599,22.9,8.8,14.3,5.4,26.6,1.64,1.89,11.6,5.8905,33.56624401,23.09074341,0.540839555
Glenn Robinson III,Ind,SF,23,69,20.7,43.1,12.8,0.091,76,0.711,213,3.086956522,0.512,1.580521739,125,1.811594203,0.392,0.710144928,4.898550725,2.290666667,0.467621302,0.564,6.1,3.6,9.6,0.7,4.7,0.59,0.29,4.8,0.783130435,13.23789692,9.106556008,0.540106509
Goran Dragic,Mia,PG,30,73,33.7,70.2,27.1,0.141,377,0.79,835,11.43835616,0.499,5.707739726,289,3.95890411,0.405,1.603356164,15.39726027,7.31109589,0.474830961,0.575,20.3,3.8,6.3,5.8,29.1,1.22,0.18,9.1,4.079863014,26.34690475,18.12444721,0.526897242
Gordon Hayward,Uta,SF,26,73,34.5,71.8,27.6,0.094,429,0.844,782,10.71232877,0.506,5.420438356,374,5.123287671,0.398,2.039068493,15.83561644,7.459506849,0.471058824,0.595,21.9,5.4,9.1,3.5,18.2,1,0.27,8.6,4.959945205,26.21134611,18.0311943,0.535441176
Gorgui Dieng,Min,PF,27,82,32.4,67.4,14,0.127,167,0.814,619,7.548780488,0.511,3.857426829,42,0.512195122,0.381,0.195146341,8.06097561,4.052573171,0.502739788,0.555,10,7.9,14.2,1.9,8.6,1.07,1.16,6.6,1.657780488,17.97981344,12.36859443,0.514844175
Greg Monroe,Mil,C,26,81,22.5,46.9,24.3,0.144,239,0.741,721,8.901234568,0.537,4.779962963,4,0.049382716,0,0,8.950617284,4.779962963,0.534037241,0.573,11.7,6.6,17,2.3,17.3,1.14,0.47,10,2.186407407,26.99787421,18.57225926,0.534037241
Greivis Vasquez,Bro,PG,30,3,12.9,26.8,11.4,0.097,3,0.667,5,1.666666667,0.2,0.333333333,3,1,0.333,0.333,2.666666667,0.666333333,0.249875,0.376,2.3,0.7,2.7,1.7,17.7,0.33,0.33,4.3,0.667,6.956825964,4.785709216,0.3123125
Harrison Barnes,Dal,PF,24,79,35.5,73.9,25.3,0.068,281,0.861,1058,13.39240506,0.492,6.589063291,222,2.810126582,0.351,0.98635443,16.20253165,7.575417722,0.467545313,0.541,19.2,5,8.2,1.5,7.8,0.82,0.19,5.9,3.062544304,19.09301561,13.13438359,0.497983594
Hassan Whiteside,Mia,C,27,77,32.6,68,22.7,0.12,358,0.628,973,12.63636364,0.557,7.038454545,0,0,0,0,12.63636364,7.038454545,0.557,0.579,17,14.1,24,0.7,3.8,0.74,2.1,6.8,2.919792208,28.08888871,19.32278517,0.557
Henry Ellenson,Det,PF,20,19,7.7,16,24.7,0.172,8,0.5,30,1.578947368,0.433,0.683684211,34,1.789473684,0.294,0.526105263,3.368421053,1.209789474,0.35915625,0.444,3.2,2.2,15.3,0.4,7.2,0.05,0.05,7.3,0.210526316,11.02280263,7.582758058,0.43725
Hollis Thompson,Phi,SG,25,31,18.1,37.7,13.7,0.051,20,0.65,88,2.838709677,0.455,1.291612903,71,2.290322581,0.366,0.838258065,5.129032258,2.129870968,0.415257862,0.51,5.5,2.7,8.3,0.8,7,0.45,0.19,5,0.419354839,11.50011914,7.911111542,0.496974843
Hollis Thompson,Nor,SG,25,9,21.3,44.3,10.9,0.043,9,0.667,17,1.888888889,0.294,0.555333333,24,2.666666667,0.25,0.666666667,4.555555556,1.222,0.268243902,0.378,3.8,3.1,7.7,1,6.3,0.67,0,4.3,0.667,6.462129815,4.44540001,0.341414634
Ian Clark,Gol,SG,25,77,14.8,30.8,19.5,0.109,58,0.759,270,3.506493506,0.556,1.94961039,163,2.116883117,0.374,0.791714286,5.623376623,2.741324675,0.487487298,0.575,6.8,1.6,5.9,1.2,11.2,0.51,0.1,6.4,0.571714286,17.57726353,12.09167406,0.557882217
Ian Mahinmi,Was,C,30,31,17.9,37.3,14,0.191,75,0.573,111,3.580645161,0.586,2.098258065,0,0,0,0,3.580645161,2.098258065,0.586,0.601,5.6,4.8,15.2,0.6,4.9,1.1,0.77,5.6,1.386290323,19.49070149,13.40795792,0.586
Iman Shumpert,Cle,SG,26,76,25.5,53.1,14,0.129,90,0.789,228,3,0.469,1.407,261,3.434210526,0.36,1.236315789,6.434210526,2.643315789,0.410822086,0.536,7.5,2.9,6.2,1.4,7.8,0.82,0.36,4.9,0.934342105,12.44506526,8.561154732,0.506895705
Isaiah Canaan,Chi,SG,25,39,15.2,31.6,15.4,0.101,33,0.909,79,2.025641026,0.481,0.974333333,94,2.41025641,0.266,0.641128205,4.435897436,1.615461538,0.364179191,0.483,4.6,1.3,4.6,0.9,9,0.56,0.03,4.6,0.769153846,9.972019891,6.859908203,0.436445087
Isaiah Taylor,Hou,PG,22,4,13,27.1,6.4,0,2,0.5,5,1.25,0.2,0.25,2,0.5,0,0,1.75,0.25,0.142857143,0.19,0.8,0.8,3.1,0.8,7.1,0.25,0.25,2.5,0.25,0.03095,0.021290988,0.142857143
Isaiah Thomas,Bos,PG,27,76,33.8,70.4,34,0.107,649,0.909,827,10.88157895,0.528,5.745473684,646,8.5,0.379,3.2215,19.38157895,8.966973684,0.462654447,0.625,28.9,2.7,4.4,5.9,32.5,0.92,0.17,9.1,7.762381579,34.42235654,23.67967659,0.545761711
Isaiah Whitehead,Bro,PG,21,73,22.5,46.9,18.2,0.203,113,0.805,359,4.917808219,0.446,2.193342466,149,2.04109589,0.295,0.602123288,6.95890411,2.795465753,0.40171063,0.487,7.4,2.5,5.9,2.6,17.7,0.58,0.49,6.5,1.24609589,14.3033962,9.839529605,0.444973425
Ish Smith,Det,PG,28,81,24.1,50.3,20.5,0.125,102,0.706,643,7.938271605,0.468,3.715111111,105,1.296296296,0.267,0.346111111,9.234567901,4.061222222,0.439784759,0.478,9.4,2.9,6.6,5.2,32.5,0.75,0.41,8.7,0.889037037,19.30370485,13.27932,0.458524733
Ivica Zubac,Lal,C,19,38,16,33.4,20.3,0.104,49,0.653,235,6.184210526,0.536,3.314736842,3,0.078947368,0,0,6.263157895,3.314736842,0.529243697,0.547,7.5,4.2,14.3,0.8,8.1,0.37,0.87,7.3,0.842026316,21.28915036,14.64513898,0.529243697
J.J. Barea,Dal,PG,32,35,22,45.9,26.2,0.147,51,0.863,195,5.571428571,0.456,2.540571429,148,4.228571429,0.358,1.513828571,9.8,4.0544,0.413714286,0.521,10.9,2.4,6.3,5.5,44.2,0.4,0.03,9.5,1.257514286,22.21916149,15.28490816,0.490950437
Jabari Parker,Mil,PF,21,51,33.9,70.6,26.5,0.093,218,0.743,636,12.47058824,0.525,6.547058824,178,3.490196078,0.365,1.273921569,15.96078431,7.820980392,0.490012285,0.563,20.1,6.2,10.6,2.8,14.3,0.98,0.43,8.3,3.175960784,24.09045262,16.57219854,0.529920148
