NAME,TEAM,POS,AGE,GP,MPG,MIN%,USG%,TOr,FTA,FT%,2PAT,2PA,2P%,2PM,3PAT,3PA,3P%,3PM,FGA,FGM,FG%,TS%,PPG,RPG,TRB%,APG,AST%,SPG,BPG,VI,FTM,PER_n,PER,eFG%
Andre Drummond,Det,C,23,81,29.7,62,22.4,0.125,355,0.386,904,11.16049383,0.532,5.937382716,7,0.086419753,0.286,0.024716049,11.24691358,5.962098765,0.530109769,0.518,13.6,13.8,25.2,1.1,6,1.53,1.1,8,1.691728395,25.94813921,17.85013016,0.531208562
Andre Iguodala,Gol,SF,33,76,26.3,54.8,11.2,0.112,102,0.706,238,3.131578947,0.651,2.038657895,177,2.328947368,0.362,0.843078947,5.460526316,2.881736842,0.527739759,0.624,7.6,4,8.4,3.4,16.7,1,0.51,7.1,0.947526316,17.98551801,12.37251869,0.604937349
Andre Roberson,Okc,SF,25,79,30.1,62.7,10.1,0.091,111,0.423,279,3.53164557,0.609,2.150772152,184,2.329113924,0.245,0.570632911,5.860759494,2.721405063,0.464343413,0.51,6.6,5.1,9.4,1,4.6,1.2,1.01,4.3,0.594341772,12.26788403,8.439268996,0.513025918
Andrew Bogut,Dal,C,32,26,22.4,46.7,10.4,0.334,11,0.273,80,3.076923077,0.475,1.461538462,1,0.038461538,0,0,3.115384615,1.461538462,0.469135802,0.46,3,8.4,21.7,1.9,12.3,0.5,0.96,6.5,0.1155,15.35626547,10.56381481,0.469135803
Andrew Harrison,Mem,SG,22,72,20.5,42.6,16.4,0.16,194,0.763,204,2.833333333,0.363,1.0285,156,2.166666667,0.276,0.598,5,1.6265,0.3253,0.477,5.9,1.9,5.3,2.8,20,0.74,0.29,6.2,2.055861111,13.53431457,9.310466343,0.3851
Andrew Nicholson,Was,PF,27,28,8.3,17.2,17.6,0.118,12,0.583,61,2.178571429,0.443,0.965107143,16,0.571428571,0.188,0.107428571,2.75,1.072535714,0.390012987,0.425,2.5,1.2,8.3,0.3,4.2,0.39,0.21,4.7,0.249857143,8.507599759,5.852510726,0.409545454
Andrew Nicholson,Bro,PF,27,10,11.1,23,15.8,0.147,2,1,23,2.3,0.478,1.0994,11,1.1,0.182,0.2002,3.4,1.2996,0.382235294,0.43,3,2.7,12.9,0.3,4.1,0.5,0,4.8,0.2,10.00990793,6.885971979,0.411676471
Andrew Wiggins,Min,SF,21,82,37.2,77.4,29,0.094,542,0.76,1280,15.6097561,0.473,7.383414634,289,3.524390244,0.356,1.254682927,19.13414634,8.638097561,0.451449331,0.535,23.6,4,6.3,2.3,10.6,1,0.37,6.5,5.023414634,21.55387217,14.82724524,0.484235819
Anthony Bennett,Bro,PF,23,23,11.5,23.9,19.4,0.1,36,0.722,44,1.913043478,0.568,1.086608696,48,2.086956522,0.271,0.565565217,4,1.652173913,0.413043478,0.533,5,3.4,15.6,0.5,7.1,0.22,0.13,7.1,1.130086957,17.28797589,11.89266858,0.48373913
Anthony Brown,Nor,SF,24,9,15.8,33,14.3,0.109,0,0,17,1.888888889,0.471,0.889666667,24,2.666666667,0.25,0.666666667,4.555555556,1.556333333,0.341634146,0.415,3.8,2.9,9.6,0.7,5.9,0.56,0.11,5,0,8.779485091,6.039544892,0.414804878
Anthony Brown,Orl,SF,24,2,8.3,17.2,26.7,0.1,0,0,6,3,0.5,1.5,3,1.5,0.333,0.4995,4.5,1.9995,0.444333333,0.5,4.5,3.5,23.1,1,22,0,0,12.1,0,21.47838858,14.7753189,0.499833333
Anthony Davis,Nor,C,23,75,36.1,75.2,32.6,0.091,647,0.802,1391,18.54666667,0.525,9.737,134,1.786666667,0.299,0.534213333,20.33333333,10.27121333,0.505141639,0.58,28,11.8,17.2,2.1,11.2,1.27,2.21,9.8,6.918586667,35.01322086,24.08614139,0.518278033
Anthony Morrow,Okc,SG,31,40,15.7,32.6,16.3,0.025,26,0.885,104,2.6,0.49,1.274,119,2.975,0.294,0.87465,5.575,2.14865,0.385408072,0.491,5.8,0.7,2.6,0.5,4.5,0.55,0.05,3.2,0.57525,9.464984653,6.511110745,0.463852018
Anthony Morrow,Chi,SG,31,9,9.7,20.2,16.9,0,11,1,15,1.666666667,0.4,0.666666667,14,1.555555556,0.429,0.667333333,3.222222222,1.334,0.414,0.606,4.6,0.2,1.2,0.7,10.4,0.22,0,3.6,1.222222222,14.04681904,9.663026167,0.517551724
Anthony Tolliver,Sac,PF,31,65,22.7,47.3,13.6,0.126,82,0.744,121,1.861538462,0.537,0.999646154,230,3.538461538,0.391,1.383538462,5.4,2.383184615,0.441330484,0.595,7.1,3.6,9.3,1.2,7.7,0.52,0.31,5.5,0.938584615,14.21159843,9.776380482,0.569435897
Archie Goodwin,Bro,SG,22,12,15.4,32,20.7,0.157,32,0.719,48,4,0.625,2.5,13,1.083333333,0.308,0.333666667,5.083333333,2.833666667,0.557442623,0.633,7.9,2.3,8,1.9,20.8,0.33,0.33,8.5,1.917333333,23.40971531,16.10390872,0.590262295
Aron Baynes,Det,C,30,75,15.5,32.3,14.1,0.135,94,0.84,279,3.72,0.513,1.90836,0,0,0,0,3.72,1.90836,0.513,0.57,4.9,4.4,15.6,0.4,3.9,0.23,0.52,5.3,1.0528,16.00268738,11.00849854,0.513
Arron Afflalo,Sac,SG,31,61,25.9,54,14.4,0.084,93,0.892,269,4.409836066,0.457,2.015295082,151,2.475409836,0.411,1.017393443,6.885245902,3.032688525,0.440461905,0.559,8.4,2,4.6,1.3,7.4,0.34,0.11,4.3,1.359934426,11.54525901,7.942163959,0.514344048
Austin Rivers,Lac,SG,24,74,27.8,57.8,20.3,0.124,191,0.691,432,5.837837838,0.491,2.866378378,299,4.040540541,0.371,1.499040541,9.878378378,4.365418919,0.441916553,0.545,12,2.2,4.4,2.8,15,0.65,0.14,6,1.783527027,16.38713481,11.27296593,0.517791382
Avery Bradley,Bos,SG,26,55,33.4,69.5,21.9,0.097,93,0.731,498,9.054545455,0.504,4.563490909,277,5.036363636,0.39,1.964181818,14.09090909,6.527672727,0.463254194,0.548,16.3,6.1,10.1,2.2,11,1.24,0.2,7.2,1.236054545,19.99088542,13.75204225,0.532950968
Ben McLemore,Sac,SG,23,61,19.3,40.2,20.1,0.12,93,0.753,249,4.081967213,0.462,1.885868852,170,2.786885246,0.382,1.064590164,6.868852459,2.950459016,0.429541766,0.538,8.1,2.1,6.3,0.8,6.9,0.48,0.1,4.9,1.148016393,13.98893866,9.623209353,0.507035799
Beno Udrih,Det,PG,34,39,14.4,29.9,19.6,0.145,34,0.941,165,4.230769231,0.491,2.077307692,32,0.820512821,0.344,0.28225641,5.051282051,2.359564103,0.467121827,0.535,5.8,1.5,5.6,3.4,35.4,0.33,0,8.6,0.820358974,19.68866719,13.54414161,0.495060914
Bismack Biyombo,Orl,C,24,81,22.1,46.1,13.2,0.177,234,0.534,339,4.185185185,0.528,2.209777778,0,0,0,0,4.185185185,2.209777778,0.528,0.546,6,7,17.2,0.9,6,0.31,1.12,6.1,1.542666667,16.8047913,11.56027835,0.528
Blake Griffin,Lac,PF,27,61,34,70.9,28,0.109,421,0.76,858,14.06557377,0.514,7.229704918,113,1.852459016,0.336,0.62242623,15.91803279,7.852131148,0.493285273,0.569,21.6,8.1,13.4,4.9,24.5,0.93,0.38,11.2,5.245245902,28.98516507,19.93934768,0.512836251
Boban Marjanovic,Det,C,28,35,8.4,17.5,25.3,0.06,58,0.81,132,3.771428571,0.545,2.055428571,0,0,0,0,3.771428571,2.055428571,0.545,0.606,5.5,3.7,24.2,0.3,5.3,0.17,0.34,8.7,1.342285714,29.39442532,20.22088419,0.545
Bobby Portis,Chi,PF,21,64,15.6,32.6,19.1,0.084,59,0.661,279,4.359375,0.541,2.358421875,96,1.5,0.333,0.4995,5.859375,2.857921875,0.487752,0.545,6.8,4.6,16,0.5,5.7,0.25,0.17,6.4,0.609359375,18.04326797,12.41224579,0.530376
Bojan Bogdanovic,Bro,SF,27,55,27,56.1,22.5,0.12,167,0.874,334,6.072727273,0.509,3.091018182,277,5.036363636,0.357,1.797981818,11.10909091,4.889,0.440090016,0.572,14.2,3.6,7,1.6,10.1,0.44,0.05,6.4,2.653781818,18.98398556,13.05938012,0.521013912
Bojan Bogdanovic,Was,SF,27,26,23.1,48.1,22.2,0.124,76,0.934,119,4.576923077,0.521,2.384576923,115,4.423076923,0.391,1.729423077,9,4.114,0.457111111,0.617,12.7,3.1,7.5,0.8,5.2,0.38,0.15,5.5,2.730153846,20.06679514,13.80426173,0.553190171
Boris Diaw,Uta,PF,34,73,17.6,36.6,15.6,0.203,35,0.743,246,3.369863014,0.512,1.725369863,81,1.109589041,0.247,0.274068493,4.479452055,1.999438356,0.446357798,0.494,4.6,2.2,7.1,2.3,20.3,0.25,0.12,6.5,0.356232877,12.20993161,8.399402623,0.476949541
Bradley Beal,Was,SG,23,77,34.9,72.6,26.5,0.095,342,0.825,770,10,0.538,5.38,552,7.168831169,0.404,2.896207792,17.16883117,8.276207792,0.482048411,0.604,23.1,3.1,5,3.5,16.2,1.09,0.27,7.2,3.664285714,25.60269476,17.61249353,0.566393343
Brandan Wright,Mem,PF,29,28,16,33.3,16.3,0.062,35,0.657,134,4.785714286,0.619,2.962357143,1,0.035714286,0,0,4.821428571,2.962357143,0.614414815,0.628,6.8,2.8,10,0.5,6,0.39,0.71,5.3,0.82125,19.05131065,13.1056941,0.614414815
Brandon Bass,Lac,PF,31,52,11.1,23.1,19.7,0.114,88,0.875,183,3.519230769,0.579,2.037634615,3,0.057692308,0.333,0.019211538,3.576923077,2.056846154,0.575032258,0.65,5.6,2.5,12.5,0.4,5.7,0.27,0.21,6.4,1.480769231,21.6764122,14.91154245,0.577717742
Brandon Ingram,Lal,SF,19,79,28.9,60.1,16.8,0.129,214,0.621,499,6.316455696,0.443,2.798189873,187,2.367088608,0.294,0.695924051,8.683544304,3.494113924,0.402383382,0.474,9.4,4,7.6,2.1,10.4,0.62,0.46,5.9,1.682202532,12.78930808,8.797964744,0.442454811
Brandon Jennings,Nyk,PG,27,58,24.6,51.3,18.1,0.178,135,0.756,229,3.948275862,0.415,1.638534483,200,3.448275862,0.34,1.172413793,7.396551724,2.810948276,0.380034965,0.508,8.6,2.6,5.7,4.9,28.6,0.95,0.07,7.8,1.759655172,17.91003377,12.32059191,0.459289044
Brandon Jennings,Was,PG,27,23,16.2,33.8,15.8,0.162,17,0.706,54,2.347826087,0.333,0.781826087,52,2.260869565,0.212,0.479304348,4.608695652,1.261130435,0.273641509,0.357,3.5,1.9,6.6,4.7,36.9,0.65,0,7.8,0.521826087,14.04573889,9.662283116,0.32564151
Brandon Knight,Pho,SG,25,54,21.1,44,25,0.129,154,0.857,386,7.148148148,0.425,3.037962963,139,2.574074074,0.324,0.834,9.722222222,3.871962963,0.398259048,0.502,11,2.2,5.6,2.4,17.8,0.5,0.09,7.3,2.444037037,18.04189859,12.41130378,0.441150476
Brandon Rush,Min,SG,31,47,21.9,45.6,9.6,0.126,18,0.722,74,1.574468085,0.351,0.552638298,113,2.404255319,0.389,0.935255319,3.978723404,1.487893617,0.373962567,0.505,4.2,2.1,5.6,1,5.8,0.47,0.49,3.8,0.276510638,8.186325682,5.631501272,0.491494652
Brian Roberts,Cha,PG,31,41,10.1,21.1,17.9,0.157,39,0.846,78,1.902439024,0.372,0.707707317,44,1.073170732,0.386,0.414243902,2.975609756,1.12195122,0.37704918,0.51,3.5,1,5.3,1.3,18.7,0.22,0.02,6.6,0.804731707,12.34184472,8.490147711,0.446655738
Briante Weber,Gol,PG,24,7,6.6,13.7,17.2,0.164,3,0.667,11,1.571428571,0.455,0.715,3,0.428571429,0,0,2,0.715,0.3575,0.392,1.7,0.6,4.8,0.7,13.9,0.43,0.14,5.4,0.285857143,7.906145953,5.438761261,0.3575
Briante Weber,Cha,PG,24,13,12.3,25.5,16,0.088,13,0.692,39,3,0.487,1.461,7,0.538461538,0.143,0.077,3.538461538,1.538,0.434652174,0.483,3.8,1.6,7.2,1.3,16.3,0.69,0,6.5,0.692,13.55220014,9.322770106,0.445532609
Brook Lopez,Bro,C,28,75,29.6,61.7,29.2,0.121,364,0.81,787,10.49333333,0.535,5.613933333,386,5.146666667,0.347,1.785893333,15.64,7.399826667,0.473134697,0.577,20.5,5.4,9.6,2.3,14.8,0.51,1.65,8.6,3.9312,28.01178918,19.2697472,0.530228474
Bryn Forbes,San,SG,23,36,7.9,16.5,17.9,0.098,6,0.833,46,1.277777778,0.413,0.527722222,53,1.472222222,0.321,0.472583333,2.75,1.000305556,0.363747475,0.462,2.6,0.6,4.6,0.7,12.3,0.03,0,5.2,0.138833333,6.486506539,4.46216914,0.449671717
Buddy Hield,Nor,SG,23,57,20.4,42.4,20.4,0.09,33,0.879,230,4.035087719,0.417,1.682631579,241,4.228070175,0.369,1.560157895,8.263157895,3.242789474,0.39243949,0.503,8.6,2.9,7.5,1.4,10.2,0.32,0.12,6.4,0.508894737,13.98209725,9.61850304,0.486843949
Buddy Hield,Sac,SG,23,25,29.1,60.6,22.9,0.144,43,0.814,158,6.32,0.525,3.318,138,5.52,0.428,2.36256,11.84,5.68056,0.479777027,0.6,15.1,4.2,8.3,1.8,10.3,0.8,0.12,6.7,1.40008,20.52766912,14.12130414,0.579547297
C.J. Watson,Orl,PG,32,62,16.3,34,14.1,0.145,66,0.864,143,2.306451613,0.448,1.033290323,105,1.693548387,0.305,0.516532258,4,1.549822581,0.387455645,0.507,4.5,1.4,4.8,1.8,16.1,0.69,0.03,5.5,0.919741935,12.30139054,8.462318645,0.452022178
C.J. Watson,Orl,PG,32,62,16.3,34,14.1,0.145,66,0.864,143,2.306451613,0.448,1.033290323,105,1.693548387,0.305,0.516532258,4,1.549822581,0.387455645,0.507,4.5,1.4,4.8,1.8,16.1,0.69,0.03,5.5,0.919741935,12.30139054,8.462318645,0.452022178
Cameron Payne,Okc,PG,22,20,16,33.4,19.6,0.108,4,1,78,3.9,0.346,1.3494,52,2.6,0.308,0.8008,6.5,2.1502,0.3308,0.402,5.3,1.6,5.4,2,18.3,0.5,0.2,6.4,0.2,10.6040641,7.294701284,0.3924
Cameron Payne,Chi,PG,22,11,12.9,26.8,24,0.167,4,0.25,29,2.636363636,0.345,0.909545455,34,3.090909091,0.324,1.001454545,5.727272727,1.911,0.333666667,0.417,4.9,1.5,6.5,1.4,16.2,0.36,0,6.7,0.090909091,10.18984652,7.009754544,0.421095238
Caris LeVert,Bro,SF,22,57,21.7,45.2,16.6,0.123,93,0.72,196,3.438596491,0.571,1.963438596,184,3.228070175,0.321,1.036210526,6.666666667,2.999649123,0.449947368,0.556,8.2,3.3,8,1.9,13.7,0.86,0.14,6.9,1.174736842,17.05210894,11.73041202,0.527663158
Carmelo Anthony,Nyk,SF,32,74,34.3,71.5,29.1,0.09,365,0.833,968,13.08108108,0.466,6.095783784,421,5.689189189,0.359,2.042418919,18.77027027,8.138202703,0.433568754,0.535,22.4,5.9,9.3,2.9,14.5,0.82,0.45,8.5,4.108716216,24.02746765,16.5288702,0.487974442
Chandler Parsons,Mem,SF,28,34,19.8,41.3,17.9,0.091,43,0.814,129,3.794117647,0.388,1.472117647,93,2.735294118,0.269,0.735794118,6.529411765,2.207911765,0.338148649,0.436,6.2,2.5,7.1,1.6,12.8,0.59,0.15,5.9,1.029470588,10.8911648,7.492202338,0.394493243
Channing Frye,Cle,C,33,74,18.9,39.4,19.3,0.088,74,0.851,185,2.5,0.546,1.365,335,4.527027027,0.409,1.851554054,7.027027027,3.216554054,0.457740385,0.612,9.1,3.9,11.4,0.6,4.9,0.45,0.51,5.9,0.851,19.93888767,13.71627219,0.589485577
Chasson Randle,Phi,PG,23,8,9.2,19.2,20.1,0.088,12,1,11,1.375,0.545,0.749375,15,1.875,0.4,0.75,3.25,1.499375,0.461346154,0.671,5.3,0.6,3.7,0.8,13.2,0.38,0.13,5.9,1.5,21.78454427,14.98592818,0.576730769
Chasson Randle,Nyk,PG,23,18,12.5,26.1,19.6,0.157,31,0.935,40,2.222222222,0.45,1,32,1.777777778,0.313,0.556444444,4,1.556444444,0.389111111,0.555,5.3,1.7,7.2,1.6,18,0.33,0.06,7.8,1.610277778,17.48328324,12.02702355,0.458666667
Cheick Diallo,Nor,PF,20,17,11.7,24.4,20.6,0.076,21,0.714,76,4.470588235,0.474,2.119058824,0,0,0,0,4.470588235,2.119058824,0.474,0.51,5.1,4.3,19.4,0.2,3.2,0.24,0.41,5.6,0.882,18.8937632,12.99731475,0.474
Chinanu Onuaku,Hou,C,20,5,10.3,21.5,10.5,0.313,4,1,7,1.4,0.714,0.9996,0,0,0,0,1.4,0.9996,0.714,0.799,2.8,2,10.6,0.6,7.9,0.6,0.2,5.8,0.8,17.27555554,11.88412443,0.714
Chris Andersen,Cle,C,38,12,9.5,19.8,13,0.151,14,0.714,19,1.583333333,0.474,0.7505,3,0.25,0,0,1.833333333,0.7505,0.409363636,0.497,2.3,2.6,15,0.4,5.9,0.42,0.58,5.6,0.833,14.35109793,9.872344372,0.409363636
Chris McCullough,Bro,PF,21,14,5.2,10.7,20.3,0.058,3,0.667,25,1.785714286,0.6,1.071428571,6,0.428571429,0.167,0.071571429,2.214285714,1.143,0.516193548,0.541,2.5,1.2,12.5,0.1,4.9,0.07,0.14,5.1,0.142928571,13.26075453,9.122280115,0.532354839
Chris Paul,Lac,PG,31,61,31.5,65.6,24.4,0.14,260,0.892,483,7.918032787,0.518,4.101540984,302,4.950819672,0.411,2.034786885,12.86885246,6.136327869,0.476835669,0.614,18.1,5,8.8,9.2,46.8,1.97,0.13,11.9,3.801967213,33.1905814,22.83231924,0.555894267
Christian Wood,Cha,PF,21,13,8.2,17.1,15.4,0.191,15,0.733,18,1.384615385,0.667,0.923538462,5,0.384615385,0,0,1.769230769,0.923538462,0.522,0.591,2.7,2.2,14.9,0.2,2.8,0.23,0.46,5.2,0.845769231,15.92524719,10.95522622,0.522
CJ McCollum,Por,SG,25,80,34.9,72.8,27.5,0.099,294,0.912,1002,12.525,0.506,6.33765,439,5.4875,0.421,2.3102375,18.0125,8.6478875,0.480104788,0.585,23,3.6,5.7,3.6,18,0.9,0.53,7.7,3.3516,25.38316862,17.46147807,0.544233518
CJ Miles,Ind,SF,29,76,23.4,48.7,18.4,0.056,93,0.903,238,3.131578947,0.471,1.474973684,409,5.381578947,0.413,2.222592105,8.513157895,3.697565789,0.434335394,0.592,10.7,3,7.2,0.6,4.1,0.61,0.33,4.6,1.104986842,16.72307858,11.5040669,0.564874034
Clint Capela,Hou,C,22,65,23.9,49.7,19.9,0.12,177,0.531,563,8.661538462,0.643,5.569369231,0,0,0,0,8.661538462,5.569369231,0.643,0.638,12.6,8.1,18.5,1,6.7,0.52,1.22,7.8,1.445953846,27.48634374,18.90828508,0.643
Cody Zeller,Cha,PF,24,62,27.8,58,15.5,0.109,196,0.679,442,7.129032258,0.572,4.077806452,1,0.016129032,0,0,7.14516129,4.077806452,0.570708804,0.604,10.3,6.5,12.9,1.6,9.1,1,0.94,6.8,2.146516129,20.40804488,14.03901276,0.570708804
Cole Aldrich,Min,C,28,62,8.6,17.8,9.4,0.151,22,0.682,86,1.387096774,0.523,0.725451613,0,0,0,0,1.387096774,0.725451613,0.523,0.549,1.7,2.5,17.3,0.4,6.4,0.4,0.37,5.6,0.242,13.47468691,9.269447539,0.523
Corey Brewer,Hou,SF,30,58,15.9,33.2,12.9,0.127,44,0.727,133,2.293103448,0.541,1.240568966,94,1.620689655,0.234,0.379241379,3.913793103,1.619810345,0.413872247,0.491,4.2,2,6.7,1.1,9,0.64,0.21,5.3,0.551517241,11.35609533,7.812035314,0.462321586
Corey Brewer,Lal,SF,30,24,14.9,31.1,18,0.126,24,0.75,97,4.041666667,0.495,2.000625,24,1,0.208,0.208,5.041666667,2.208625,0.43807438,0.49,5.4,2.2,7.9,1.5,15,0.96,0.33,7,0.75,16.80370976,11.55953434,0.458702479
Cory Joseph,Tor,SG,25,80,25,52.2,18.4,0.131,122,0.77,526,6.575,0.477,3.136275,135,1.6875,0.356,0.60075,8.2625,3.737025,0.452287443,0.518,9.3,2.9,6.6,3.3,20,0.84,0.15,7.1,1.17425,16.7281969,11.50758787,0.488641452
Courtney Lee,Nyk,SG,31,77,31.9,66.5,14.4,0.085,98,0.867,435,5.649350649,0.49,2.768181818,269,3.493506494,0.401,1.400896104,9.142857143,4.169077922,0.455992898,0.559,10.8,3.4,5.7,2.3,10.6,1.05,0.31,5.5,1.103454545,14.8355296,10.20559248,0.532604403
Cristiano Felicio,Chi,C,24,66,15.8,32.8,12.4,0.112,93,0.645,221,3.348484848,0.579,1.938772727,0,0,0,0,3.348484848,1.938772727,0.579,0.603,4.8,4.7,16.1,0.6,5.7,0.38,0.26,6,0.908863636,16.80036653,11.55723449,0.579
D.J. Augustin,Orl,PG,29,78,19.7,41.1,19.4,0.133,161,0.814,243,3.115384615,0.412,1.283538462,274,3.512820513,0.347,1.218948718,6.628205128,2.502487179,0.377551257,0.524,7.9,1.5,4.1,2.7,20.4,0.4,0.01,6.4,1.680179487,15.28764597,10.51661039,0.469502901
Damian Jones,Gol,C,21,10,8.5,17.7,13.4,0.227,10,0.3,16,1.6,0.5,0.8,0,0,0,0,1.6,0.8,0.5,0.466,1.9,2.3,14.8,0,0,0.1,0.4,0,0.3,0,0,0.5
Damian Lillard,Por,PG,26,75,35.9,74.8,31.5,0.102,545,0.895,909,12.12,0.492,5.96304,579,7.72,0.37,2.8564,19.84,8.81944,0.444528226,0.586,27,4.9,7.6,5.9,28.7,0.91,0.25,10.3,6.503666667,30.68863696,21.11119259,0.516514113
Damjan Rudez,Orl,SF,30,45,7,14.5,13.6,0.093,0,0,24,0.533333333,0.458,0.244266667,64,1.422222222,0.313,0.445155556,1.955555556,0.689422222,0.352545455,0.466,1.8,0.6,4.3,0.4,9.2,0.27,0.02,4.3,0,5.576517496,3.836173467,0.466363636
D’Angelo Russell,Lal,PG,20,63,28.7,59.9,26.5,0.156,188,0.782,482,7.650793651,0.448,3.427555556,384,6.095238095,0.352,2.14552381,13.74603175,5.573079365,0.405431871,0.519,15.6,3.5,6.7,4.8,26.8,1.38,0.25,8.9,2.333587302,22.9987592,15.8212056,0.483473441
