NAME,TEAM,POS,AGE,GP,MPG,MIN%,USG%,Tor%,FTAT,FTA,FTM,FT%,2PAT,2PA,2PM,2P%,3PAT,3PA,3PM,3P%,FGA,FGM,eFG%,TS%,PPG,RPG,TRB%,APG,AST%,SPG,BPG,TO,VI,ORTG,DRTG,PER_n,PER
Danuel House Jr.,Hou,F-G,27.94,36.00,25.90,54.00,15.30,10.70,63.00,1.75,1.14,0.65,116.00,3.22,1.56,0.48,156.00,4.33,1.50,0.35,7.56,3.06,0.50,0.53,8.80,3.70,7.50,1.90,10.60,0.58,0.44,1.00,6.10,103.70,112.20,12.15,9.11
Dwight Howard,Phi,C-F,35.44,69.00,17.30,36.10,18.30,22.10,210.00,3.04,1.75,0.58,283.00,4.10,2.51,0.61,20.00,0.29,0.07,0.25,4.39,2.58,0.60,0.61,7.00,8.40,26.70,0.90,7.20,0.43,0.90,1.62,8.70,112.30,89.30,21.26,15.95
Markus Howard,Den,G,22.21,37.00,5.50,11.50,27.20,14.10,9.00,0.24,0.19,0.78,41.00,1.11,0.60,0.54,65.00,1.76,0.49,0.28,2.86,1.08,0.46,0.48,2.80,0.60,5.80,0.50,12.60,0.11,0.03,0.49,6.90,89.00,105.60,6.10,4.57
Kevin Huerter,Atl,G-F,22.72,69.00,30.80,64.20,17.20,9.40,64.00,0.93,0.72,0.78,345.00,5.00,2.55,0.51,386.00,5.59,2.03,0.36,10.59,4.58,0.53,0.54,11.90,3.30,5.90,3.50,16.30,1.19,0.26,1.14,6.70,112.10,108.50,15.17,11.38
Elijah Hughes,Uta,G,23.19,18.00,3.50,7.40,25.60,15.90,4.00,0.22,0.17,0.75,7.00,0.39,0.11,0.29,23.00,1.28,0.44,0.35,1.67,0.56,0.47,0.49,1.70,0.50,7.50,0.30,13.50,0.06,0.06,0.33,7.20,,,2.68,2.01
De'Andre Hunter,Atl,F-G,23.46,23.00,29.50,61.40,20.20,9.20,85.00,3.70,3.17,0.86,153.00,6.65,3.87,0.58,95.00,4.13,1.35,0.33,10.78,5.22,0.55,0.60,15.00,4.80,8.90,1.90,9.70,0.83,0.52,1.26,7.00,118.40,106.80,19.50,14.63
Chandler Hutchison,Chi,F-G,25.06,7.00,9.10,18.90,16.30,20.90,2.00,0.29,0.29,1.00,15.00,2.14,0.57,0.27,3.00,0.43,0.14,0.33,2.57,0.71,0.31,0.34,1.90,2.90,17.40,0.60,7.90,0.14,0.00,0.71,6.50,67.10,97.50,3.38,2.54
Chandler Hutchison,Was,F-G,25.06,18.00,15.70,32.70,16.10,13.60,23.00,1.28,1.06,0.83,66.00,3.67,1.50,0.41,19.00,1.06,0.39,0.37,4.72,1.89,0.44,0.49,5.20,3.20,10.90,0.70,6.00,0.61,0.28,0.83,5.80,93.20,105.80,11.31,8.49
Serge Ibaka,Lac,F,31.66,41.00,23.30,48.50,20.10,10.20,53.00,1.29,1.05,0.81,250.00,6.10,3.59,0.59,115.00,2.80,0.95,0.34,8.90,4.54,0.56,0.59,11.10,6.70,16.20,1.80,11.50,0.22,1.15,1.07,8.80,118.40,105.30,21.05,15.79
Andre Iguodala,Mia,G-F,37.30,63.00,21.30,44.30,11.20,20.20,38.00,0.60,0.40,0.66,66.00,1.05,0.56,0.53,182.00,2.89,0.95,0.33,3.94,1.51,0.50,0.52,4.40,3.50,9.40,2.30,14.30,0.92,0.52,1.06,6.20,102.60,106.40,11.06,8.30
Ersan Ilyasova,Uta,F,34.01,17.00,8.70,18.10,18.80,12.50,5.00,0.29,0.29,1.00,13.00,0.76,0.18,0.23,41.00,2.41,1.06,0.44,3.18,1.24,0.56,0.58,3.80,1.70,10.40,0.20,3.80,0.59,0.18,0.47,5.00,108.20,87.80,14.18,10.63
Joe Ingles,Uta,F-G,33.62,67.00,27.90,58.00,16.60,16.30,90.00,1.34,1.13,0.84,156.00,2.33,1.37,0.59,406.00,6.06,2.73,0.45,8.39,4.11,0.65,0.67,12.10,3.60,6.90,4.70,24.00,0.67,0.18,1.75,8.40,128.20,105.60,19.15,14.36
Brandon Ingram,Nor,F,23.70,61.00,34.30,71.50,28.00,11.00,320.00,5.25,4.61,0.88,726.00,11.90,6.07,0.51,375.00,6.15,2.34,0.38,18.05,8.41,0.53,0.58,23.80,4.90,7.80,4.90,22.40,0.69,0.59,2.51,9.70,114.90,111.30,24.50,18.38
Kyrie Irving,Bro,G,29.15,54.00,34.90,72.80,30.30,9.80,218.00,4.04,3.72,0.92,708.00,13.11,7.36,0.56,378.00,7.00,2.81,0.40,20.11,10.17,0.58,0.61,26.90,4.80,7.50,6.00,28.60,1.41,0.69,2.39,10.50,121.00,109.30,30.20,22.65
Wes Iwundu,Dal,F,26.41,23.00,12.50,26.10,9.90,9.40,14.00,0.61,0.52,0.86,29.00,1.26,0.61,0.48,23.00,1.00,0.13,0.13,2.26,0.74,0.36,0.42,2.10,1.90,8.40,0.40,4.40,0.39,0.13,0.26,3.70,92.60,106.60,5.44,4.08
