NAME,TEAM,POS,AGE,GP,MPG,MIN%,USG%,TOr,FTA,FT%,2PAT,2PA,2P%,2PM,3PAT,3PA,3P%,3PM,FGA,FGM,FG%,TS%,PPG,RPG,TRB%,APG,AST%,SPG,BPG,VI,FTM,PER_n,PER,eFG%
Aaron Brooks,Chi,PG,31,69,16.1,33.4,23,0.141,64,0.766,285,4.130434783,0.428,1.767826087,185,2.68115942,0.357,0.957173913,6.811594203,2.725,0.400053191,0.493,7.1,1.5,4.8,2.6,26,0.43,0.14,7.5,0.710492754,16.74957532,12.56218149,0.47031383
Aaron Gordon,Orl,PF,20,78,23.9,49.8,17.3,0.09,193,0.668,437,5.602564103,0.531,2.974961538,142,1.820512821,0.296,0.538871795,7.423076923,3.513833333,0.473366149,0.541,9.2,6.5,15.1,1.6,10.3,0.76,0.71,7.7,1.652871795,19.78121138,14.83590853,0.509663212
Adreian Payne,Min,PF,24,52,9.3,19.5,17.9,0.186,26,0.654,114,2.192307692,0.386,0.846230769,32,0.615384615,0.281,0.172923077,2.807692308,1.019153846,0.362986301,0.419,2.5,2.2,13.4,0.6,8.9,0.31,0.21,6.4,0.327,10.53321573,7.899911799,0.393780822
Al Horford,Atl,C,29,82,32.1,66.9,20.6,0.088,129,0.798,792,9.658536585,0.557,5.379804878,256,3.12195122,0.344,1.07395122,12.7804878,6.453756098,0.504969466,0.565,15.2,7.3,12.4,3.2,16.8,0.83,1.49,8.8,1.255390244,23.60706974,17.7053023,0.546984733
Al Jefferson,Cha,C,31,47,23.3,48.6,24.2,0.058,111,0.649,505,10.74468085,0.485,5.211170213,0,0,0,0,10.74468085,5.211170213,0.485,0.507,12,6.4,15,1.5,11.8,0.64,0.87,8.4,1.532744681,22.1226865,16.59201487,0.485
Alan Anderson,Was,SG,33,13,14.8,30.8,15.4,0.03,15,0.733,22,1.692307692,0.409,0.692153846,37,2.846153846,0.324,0.922153846,4.538461538,1.614307692,0.355694915,0.495,5,2.1,7.9,1.1,10.3,0.31,0.08,6.1,0.845769231,11.81524413,8.861433097,0.457288136
Alan Williams,Pho,PF,23,10,6.8,14.2,22.6,0.166,14,0.643,24,2.4,0.417,1.0008,0,0,0,0,2.4,1.0008,0.417,0.481,2.9,3.8,30.3,0.5,11.7,0.4,0.5,10.4,0.9002,25.34429834,19.00822376,0.417
Alec Burks,Uta,SG,24,31,25.7,53.6,25.9,0.114,141,0.752,255,8.225806452,0.412,3.389032258,79,2.548387097,0.405,1.032096774,10.77419355,4.421129032,0.410344311,0.52,13.3,3.5,8,2,13.9,0.58,0.13,7.1,3.420387097,18.3234134,13.74256005,0.458241018
Alex Len,Pho,C,22,78,23.3,48.6,20.4,0.166,239,0.728,617,7.91025641,0.426,3.369769231,7,0.08974359,0.143,0.012833333,8,3.382602564,0.422825321,0.482,9,7.6,17.7,1.2,8.5,0.49,0.79,7.5,2.230666667,18.57439964,13.93079973,0.423627404
Alex Stepheson,Mem,PF,28,4,15.2,31.6,22.5,0,10,0.4,26,6.5,0.308,2.002,0,0,0,0,6.5,2.002,0.308,0.329,5,6.5,24.5,0.5,5.2,0.25,0.75,6.7,1,12.06917189,9.051878915,0.308
Alexis Ajinca,Nor,C,27,59,14.6,30.4,20.4,0.136,62,0.839,314,5.322033898,0.478,2.543932203,1,0.016949153,0,0,5.338983051,2.543932203,0.47648254,0.514,6,4.6,17.3,0.5,5.8,0.32,0.61,6.6,0.881661017,18.72847582,14.04635686,0.47648254
Al-Farouq Aminu,Por,SF,25,82,28.5,59.5,16.9,0.132,156,0.737,370,4.512195122,0.468,2.111707317,349,4.256097561,0.361,1.53645122,8.768292683,3.648158537,0.416062587,0.533,10.2,6.1,11.5,1.7,8.8,0.88,0.63,6.6,1.402097561,16.86919498,12.65189623,0.503676634
Allen Crabbe,Por,SG,23,81,26,54.1,16.4,0.081,113,0.867,393,4.851851852,0.506,2.455037037,285,3.518518519,0.393,1.382777778,8.37037037,3.837814815,0.4585,0.572,10.3,2.7,5.6,1.2,7.2,0.78,0.2,5,1.209518519,15.10936363,11.33202272,0.541099558
Alonzo Gee,Nor,SF,28,73,22.4,46.6,9.2,0.163,66,0.667,193,2.643835616,0.591,1.562506849,61,0.835616438,0.279,0.233136986,3.479452055,1.795643836,0.516070866,0.571,4.4,3.4,8.3,1,6.2,0.86,0.18,4.4,0.603041096,11.20028458,8.400213434,0.549572835
Amar’e Stoudemire,Mia,C,33,52,14.7,30.5,17.8,0.158,67,0.746,221,4.25,0.566,2.4055,0,0,0,0,4.25,2.4055,0.566,0.599,5.8,4.3,16.5,0.5,5.6,0.37,0.79,6.3,0.961192308,20.56249156,15.42186867,0.566
Amir Johnson,Bos,PF,28,79,22.8,47.5,13.6,0.164,121,0.57,383,4.848101266,0.624,3.02521519,43,0.544303797,0.233,0.126822785,5.392405063,3.152037975,0.584532864,0.602,7.3,6.4,14.9,1.7,11.4,0.66,1.05,7.5,0.873037975,20.24666792,15.18500094,0.596292254
Anderson Varejao,Cle,C,33,31,10,20.8,14.8,0.158,21,0.762,75,2.419354839,0.427,1.033064516,1,0.032258065,0,0,2.451612903,1.033064516,0.421381579,0.469,2.6,2.9,16.6,0.6,9.3,0.35,0.16,6.6,0.516193548,12.98039589,9.735296915,0.421381579
Anderson Varejao,Gol,C,33,22,8.4,17.6,15.5,0.09,29,0.552,48,2.181818182,0.438,0.955636364,0,0,0,0,2.181818182,0.955636364,0.438,0.477,2.6,2.3,14.5,0.7,10.6,0.23,0.23,7.7,0.727636364,14.09813571,10.57360178,0.438
Andre Drummond,Det,C,22,81,32.9,68.6,24.1,0.105,586,0.355,1054,13.01234568,0.522,6.792444444,6,0.074074074,0.333,0.024666667,13.08641975,6.817111111,0.520930189,0.499,16.2,14.8,24.5,0.8,4.4,1.47,1.38,7,2.568271605,25.12378193,18.84283645,0.521872642
Andre Iguodala,Gol,SG,32,65,26.6,55.5,12.1,0.163,83,0.614,214,3.292307692,0.57,1.876615385,154,2.369230769,0.351,0.8316,5.661538462,2.708215385,0.478353261,0.565,7,4,8.2,3.4,16.3,1.12,0.29,6.9,0.784030769,16.20340828,12.15255621,0.551796196
Andre Miller,Min,PG,39,26,10.8,22.5,14.6,0.274,19,0.789,54,2.076923077,0.648,1.345846154,4,0.153846154,0.25,0.038461538,2.230769231,1.384307692,0.620551724,0.663,3.4,0.9,5,2.2,31.8,0.35,0,7,0.576576923,17.74438397,13.30828798,0.629172413
Andre Miller,San,PG,39,13,13.9,29,16.7,0.183,13,0.692,44,3.384615385,0.5,1.692307692,4,0.307692308,0.25,0.076923077,3.692307692,1.769230769,0.479166667,0.521,4.3,2.1,8.5,2.2,22.7,0.54,0,7.8,0.692,16.13107764,12.09830823,0.489583333
Andre Roberson,Okc,SG,24,70,22.2,46.2,9.1,0.105,54,0.611,171,2.442857143,0.608,1.485257143,103,1.471428571,0.311,0.457614286,3.914285714,1.942871429,0.496354015,0.566,4.8,3.6,8.8,0.7,4,0.76,0.6,4.1,0.471342857,11.83489778,8.876173339,0.554808394
Andrea Bargnani,Bro,C,30,46,13.8,28.7,23.2,0.079,57,0.825,263,5.717391304,0.471,2.692891304,16,0.347826087,0.188,0.065391304,6.065217391,2.758282609,0.454770609,0.5,6.6,2.1,8.6,0.4,4.8,0.09,0.2,5.1,1.022282609,13.92403097,10.44302322,0.46016129
Andrew Bogut,Gol,C,31,70,20.7,43.2,11.4,0.216,50,0.48,278,3.971428571,0.626,2.486114286,1,0.014285714,1,0.014285714,3.985714286,2.5004,0.627340502,0.623,5.4,7,18.3,2.3,14.7,0.46,1.63,8.6,0.342857143,22.06640984,16.54980738,0.629132616
Andrew Goudelock,Hou,PG,27,8,6.2,12.9,24.9,0.243,4,0.75,11,1.375,0.727,0.999625,9,1.125,0.111,0.124875,2.5,1.1245,0.4498,0.506,2.8,0.3,2.2,0.5,13.4,0.75,0.25,4.8,0.375,16.52371323,12.39278492,0.474775
Andrew Nicholson,Orl,PF,26,56,14.7,30.6,20.4,0.108,65,0.785,196,3.5,0.536,1.876,114,2.035714286,0.36,0.732857143,5.535714286,2.608857143,0.471277419,0.567,6.9,3.6,13.5,0.4,4.8,0.18,0.39,5.8,0.911160714,18.31235631,13.73426723,0.537470968
Andrew Wiggins,Min,SG,20,81,35.1,73.2,27.2,0.106,565,0.761,1104,13.62962963,0.486,6.624,190,2.345679012,0.3,0.703703704,15.97530864,7.327703704,0.458689335,0.543,20.7,3.6,6,2,10.1,0.96,0.57,6,5.308209877,20.82669926,15.62002444,0.480714065
Anthony Brown,Lal,SF,23,29,20.6,43,11,0.1,20,0.85,56,1.931034483,0.339,0.65462069,70,2.413793103,0.286,0.690344828,4.344827586,1.344965517,0.309555556,0.427,4,2.4,6.3,0.7,4.8,0.48,0.17,3.7,0.586206897,6.467092738,4.850319553,0.389
Anthony Davis,Nor,PF,22,61,35.5,73.9,29.6,0.084,430,0.758,1028,16.85245902,0.511,8.611606557,108,1.770491803,0.324,0.573639344,18.62295082,9.185245902,0.493221831,0.559,24.3,10.3,16.1,1.9,10,1.28,2.05,8.8,5.343278689,30.3350391,22.75127932,0.508623239
Anthony Morrow,Okc,SG,30,68,13.6,28.4,16.9,0.046,39,0.744,128,1.882352941,0.445,0.837647059,205,3.014705882,0.385,1.160661765,4.897058824,1.998308824,0.408063063,0.543,5.6,0.9,3.6,0.4,3.7,0.32,0.07,3.7,0.426705882,11.22071414,8.415535605,0.526569069
Anthony Tolliver,Det,PF,30,72,18.6,38.8,12.4,0.073,47,0.617,61,0.847222222,0.492,0.416833333,272,3.777777778,0.36,1.36,4.625,1.776833333,0.38418018,0.541,5.3,3.2,9.3,0.7,5.6,0.36,0.22,4.9,0.402763889,11.48128328,8.61096246,0.531207207
Archie Goodwin,Pho,SG,21,57,19.5,40.7,23.2,0.165,193,0.674,323,5.666666667,0.474,2.686,99,1.736842105,0.232,0.402947368,7.403508772,3.088947368,0.417227488,0.498,8.9,2.5,6.9,2.1,17.2,0.47,0.23,7.4,2.282140351,16.92101118,12.69075839,0.444440758
Aron Baynes,Det,C,29,81,15.2,31.7,18.5,0.128,165,0.764,382,4.716049383,0.508,2.395753086,2,0.024691358,0,0,4.740740741,2.395753086,0.505354167,0.563,6.3,4.7,17,0.6,6.6,0.26,0.64,6.9,1.556296296,20.22460289,15.16845217,0.505354167
Arron Afflalo,Nyk,SG,30,71,33.4,69.6,17.9,0.087,131,0.84,561,7.901408451,0.469,3.705760563,238,3.352112676,0.382,1.280507042,11.25352113,4.986267606,0.443085106,0.531,12.8,3.7,6.1,2,9.9,0.35,0.14,5.5,1.549859155,13.67895863,10.25921897,0.499978723
Austin Rivers,Lac,SG,23,67,21.8,45.5,19.4,0.097,116,0.681,331,4.940298507,0.495,2.445447761,185,2.76119403,0.335,0.925,7.701492537,3.370447761,0.437635659,0.523,8.9,1.9,4.8,1.5,10.6,0.72,0.15,5.4,1.179044776,14.47017701,10.85263276,0.497688953
Avery Bradley,Bos,SG,25,76,33.4,69.5,19.8,0.092,123,0.78,612,8.052631579,0.505,4.066578947,406,5.342105263,0.362,1.933842105,13.39473684,6.000421053,0.447968566,0.539,15.2,2.9,4.6,2.1,9.8,1.54,0.25,5.4,1.262368421,17.15068042,12.86301032,0.520155206
Axel Toupane,Den,SF,23,21,14.5,30.3,11.9,0.072,17,0.765,30,1.428571429,0.4,0.571428571,40,1.904761905,0.325,0.619047619,3.333333333,1.19047619,0.357142857,0.49,3.6,1.5,5.6,0.7,7,0.33,0.29,4.3,0.619285714,8.716419313,6.537314484,0.45
Ben McLemore,Sac,SG,22,68,21.2,44.2,17.6,0.165,103,0.718,270,3.970588235,0.474,1.882058824,185,2.720588235,0.362,0.984852941,6.691176471,2.866911765,0.428461538,0.531,7.8,2.2,5.6,1.2,7.9,0.76,0.15,5.2,1.087558824,13.7647601,10.32357008,0.502054945
Beno Udrih,Mem,PG,33,8,15.1,31.4,21.7,0.189,3,1,35,4.375,0.457,1.999375,11,1.375,0.364,0.5005,5.75,2.499875,0.43476087,0.497,5.9,1.1,4.3,3.3,36.3,0.38,0.13,7.4,0.375,17.23724667,12.927935,0.478282609
Beno Udrih,Mia,PG,33,36,16.3,34,15.7,0.208,17,0.882,119,3.305555556,0.462,1.527166667,33,0.916666667,0.333,0.30525,4.222222222,1.832416667,0.433993421,0.495,4.4,1.8,6.1,2.5,22.5,0.31,0,6.6,0.4165,12.66012921,9.49509691,0.470141447
Bismack Biyombo,Tor,C,23,82,22,45.9,11.5,0.155,226,0.628,287,3.5,0.544,1.904,1,0.012195122,0,0,3.512195122,1.904,0.542111111,0.586,5.5,8,20.8,0.4,2.4,0.23,1.62,4.7,1.730829268,17.94257979,13.45693484,0.542111111
Blake Griffin,Lac,PF,26,35,33.4,69.7,29.8,0.108,194,0.727,585,16.71428571,0.504,8.424,18,0.514285714,0.333,0.171257143,17.22857143,8.595257143,0.498895522,0.544,21.4,8.4,13.7,4.9,27.2,0.8,0.49,11.5,4.029657143,28.55577044,21.41682783,0.503865672
Boban Marjanovic,San,C,27,54,9.4,19.6,22.8,0.115,114,0.763,174,3.222222222,0.603,1.943,0,0,0,0,3.222222222,1.943,0.603,0.662,5.5,3.6,21.7,0.4,6.6,0.22,0.43,8.5,1.610777778,28.79090091,21.59317568,0.603
Bobby Portis,Chi,PF,20,62,17.8,37,20.7,0.106,66,0.727,383,6.177419355,0.444,2.742774194,52,0.838709677,0.308,0.258322581,7.016129032,3.001096774,0.427742529,0.47,7,5.4,16.1,0.8,7.5,0.4,0.35,7,0.773903226,16.48327151,12.36245363,0.446151724
Bojan Bogdanovic,Bro,SF,26,79,26.8,55.8,19.4,0.125,132,0.833,412,5.215189873,0.473,2.46678481,337,4.265822785,0.383,1.633810127,9.481012658,4.100594937,0.432506008,0.55,11.2,3.2,6.8,1.3,7.3,0.37,0.06,5.4,1.391848101,14.51989409,10.88992057,0.518668224
Boris Diaw,San,PF,33,76,18.2,38,17,0.189,76,0.737,314,4.131578947,0.564,2.330210526,69,0.907894737,0.362,0.328657895,5.039473684,2.658868421,0.527608355,0.582,6.4,3.1,9.6,2.3,18.4,0.34,0.28,7.9,0.737,17.85434625,13.39075968,0.56021671
Bradley Beal,Was,SG,22,55,31.1,64.7,25.3,0.113,176,0.767,528,9.6,0.481,4.6176,271,4.927272727,0.387,1.906854545,14.52727273,6.524454545,0.449117647,0.547,17.4,3.4,6.2,2.9,15.6,0.98,0.2,7.1,2.4544,20.83347086,15.62510315,0.51474781
Brandan Wright,Mem,PF,28,12,17.7,36.8,15.3,0.138,24,0.542,52,4.333333333,0.673,2.916333333,0,0,0,0,4.333333333,2.916333333,0.673,0.663,6.9,3.6,11.6,0.5,4.7,0.42,1.25,5.2,1.084,20.42159626,15.31619719,0.673
Brandon Bass,Lal,PF,30,66,20.3,42.4,13.9,0.099,148,0.845,315,4.772727273,0.552,2.634545455,2,0.03030303,0,0,4.803030303,2.634545455,0.54851735,0.619,7.2,4.3,11.4,1.1,9.2,0.5,0.83,6.4,1.894848485,18.8169119,14.11268392,0.54851735
Brandon Jennings,Det,PG,26,23,18.1,37.7,19,0.122,38,0.711,65,2.826086957,0.446,1.260434783,77,3.347826087,0.312,1.044521739,6.173913043,2.304956522,0.373338028,0.495,6.8,2,6,3,25.7,0.48,0.09,7.6,1.174695652,15.96818746,11.97614059,0.457929578
Brandon Jennings,Orl,PG,26,25,18.1,37.7,20.9,0.164,40,0.75,83,3.32,0.386,1.28152,78,3.12,0.346,1.07952,6.44,2.36104,0.366621118,0.49,7,2,6.1,4,32.4,0.72,0.2,8.5,1.2,18.90763481,14.18072611,0.450434783
Brandon Knight,Pho,SG,24,52,36,74.9,26.2,0.154,183,0.852,545,10.48076923,0.461,4.831634615,350,6.730769231,0.343,2.308653846,17.21153846,7.140288462,0.414854749,0.522,19.6,3.9,5.9,5.1,24.4,1.17,0.38,8.1,2.998384615,21.54368669,16.15776501,0.481921788
Brandon Rush,Gol,SG,30,72,14.7,30.5,12.5,0.108,28,0.643,103,1.430555556,0.447,0.639458333,157,2.180555556,0.414,0.90275,3.611111111,1.542208333,0.427073077,0.56,4.2,2.5,9.2,0.8,7,0.28,0.32,5.5,0.250055556,12.44145442,9.331090816,0.552069231
Brian Roberts,Cha,PG,30,30,11.1,23.2,19.9,0.109,37,0.919,88,2.933333333,0.477,1.3992,27,0.9,0.333,0.2997,3.833333333,1.6989,0.443191304,0.552,4.8,1,4.8,1.3,18.6,0.23,0.03,6.6,1.133433333,15.72533168,11.79399876,0.482282609
Brian Roberts,Por,PG,30,21,6.5,13.6,19.6,0.114,10,0.8,35,1.666666667,0.486,0.81,15,0.714285714,0.4,0.285714286,2.380952381,1.095714286,0.4602,0.551,2.9,0.6,4.8,0.8,18.5,0.14,0.05,6.9,0.380952381,13.81349815,10.36012361,0.5202
Briante Weber,Mem,PG,23,6,27.7,57.6,13.2,0.185,4,0.75,33,5.5,0.394,2.167,5,0.833333333,0,0,6.333333333,2.167,0.342157895,0.365,4.8,4,8.3,3.3,17.7,1.5,0.5,5.8,0.5,11.26905519,8.451791392,0.342157895
Brook Lopez,Bro,C,27,73,33.7,70.1,27.3,0.116,403,0.787,1143,15.65753425,0.515,8.063630137,14,0.191780822,0.143,0.027424658,15.84931507,8.091054795,0.510498704,0.562,20.6,7.8,13.1,2,10.7,0.79,1.7,8.1,4.344671233,26.4473698,19.83552735,0.511363872
Bruno Caboclo,Tor,SF,20,6,7.1,14.8,17,0.25,0,0,5,0.833333333,0,0,7,1.166666667,0.143,0.166833333,2,0.166833333,0.083416667,0.125,0.5,0.3,2.7,0.2,3.2,0.33,0.17,1.8,0,-7.083549679,-5.312662259,0.125125
Bryce Cotton,Pho,PG,23,3,10.9,22.7,16.9,0.385,0,0,5,1.666666667,0.4,0.666666667,3,1,0,0,2.666666667,0.666666667,0.25,0.25,1.3,0,0,1,12.9,1,0,0,0,0,0,0.25
Bryce Dejean-Jones,Nor,SG,23,14,19.9,41.5,14.2,0.123,21,0.524,37,2.642857143,0.432,1.141714286,32,2.285714286,0.375,0.857142857,4.928571429,1.998857143,0.405565217,0.505,5.6,3.4,9.6,1.1,7.7,0.71,0.14,5.5,0.786,12.37983122,9.284873417,0.492521739
Cameron Bairstow,Chi,C,25,18,5.7,11.9,20.3,0.084,8,0.875,35,1.944444444,0.343,0.666944444,5,0.277777778,0.2,0.055555556,2.222222222,0.7225,0.325125,0.391,1.9,1.6,14.4,0.3,8.8,0.11,0.17,6.8,0.388888889,8.212643,6.15948225,0.337625
Cameron Payne,Okc,PG,21,57,12.2,25.5,20.3,0.132,24,0.792,167,2.929824561,0.467,1.36822807,111,1.947368421,0.324,0.630947368,4.877192982,1.999175439,0.409902878,0.49,5,1.5,6.6,1.9,22.5,0.63,0.11,7.9,0.333473684,17.05976317,12.79482238,0.474586331
Carl Landry,Phi,PF,32,36,15.8,33,24,0.071,91,0.736,237,6.583333333,0.561,3.69325,13,0.361111111,0.462,0.166833333,6.944444444,3.860083333,0.555852,0.605,9.8,4.1,13.9,0.9,11.1,0.33,0.25,8.4,1.860444444,25.88714556,19.41535917,0.567864
Carmelo Anthony,Nyk,SF,31,72,35.1,73.2,29.7,0.106,403,0.829,997,13.84722222,0.463,6.411263889,310,4.305555556,0.339,1.459583333,18.15277778,7.870847222,0.433589135,0.53,21.8,7.7,12,4.2,22,0.86,0.53,10.1,4.640097222,25.58454296,19.18840722,0.47379189
Caron Butler,Sac,SF,35,17,10.3,21.5,16.3,0.045,12,0.833,41,2.411764706,0.537,1.295117647,18,1.058823529,0.167,0.176823529,3.470588235,1.471941176,0.424118644,0.49,3.7,1.3,6.8,0.6,8.3,0.53,0.06,5.5,0.588,12.39064636,9.292984768,0.44959322
Chandler Parsons,Dal,SF,27,61,29.5,61.4,20.5,0.118,136,0.684,400,6.557377049,0.54,3.540983607,251,4.114754098,0.414,1.703508197,10.67213115,5.244491803,0.491419355,0.589,13.7,4.7,8.7,2.8,16,0.75,0.34,7.7,1.524983607,20.49620613,15.3721546,0.571230415
Channing Frye,Orl,C,32,44,17.1,35.7,13.2,0.133,21,0.905,65,1.477272727,0.508,0.750454545,121,2.75,0.397,1.09175,4.227272727,1.842204545,0.435790323,0.586,5.2,3.2,10.4,1,8.4,0.48,0.45,6,0.431931818,14.92222049,11.19166537,0.564922043
Channing Frye,Cle,C,32,26,17.1,35.7,18.2,0.073,14,0.786,46,1.769230769,0.587,1.038538462,114,4.384615385,0.377,1.653,6.153846154,2.691538462,0.437375,0.584,7.5,3.6,11.8,1,9.1,0.31,0.31,7,0.423230769,17.99702306,13.4977673,0.57168125
Charles Hayes,Hou,C,32,2,11.9,24.8,10.6,0.51,2,1,2,1,0.5,0.5,0,0,0,0,1,0.5,0.5,0.694,2,4,18.5,1,11.4,0,0,6.7,1,13.39743384,10.04807538,0.5
Charlie Villanueva,Dal,PF,31,62,10.7,22.3,25.3,0.084,24,0.917,155,2.5,0.503,1.2575,172,2.774193548,0.273,0.757354839,5.274193548,2.014854839,0.382021407,0.473,5.1,2.5,12.5,0.4,6.2,0.29,0.24,6.4,0.354967742,14.96851393,11.22638545,0.453819572
Chase Budinger,Ind,SF,27,49,14.9,31,14.9,0.126,48,0.708,125,2.551020408,0.488,1.244897959,69,1.408163265,0.29,0.408367347,3.959183673,1.653265306,0.41757732,0.502,4.4,2.5,9.1,1,9.9,0.59,0.18,6,0.69355102,12.99867552,9.74900664,0.469149485
Chase Budinger,Pho,SF,27,17,11.8,24.6,13.1,0.211,8,0.625,28,1.647058824,0.679,1.118352941,17,1,0.235,0.235,2.647058824,1.353352941,0.511266667,0.567,3.2,1.7,7.9,0.9,11.4,0.18,0.06,5.8,0.294117647,11.33615299,8.502114744,0.555655555
Chris Andersen,Mia,C,37,7,5.2,10.7,17.4,0.145,4,0.75,5,0.714285714,0.4,0.285714286,5,0.714285714,0.4,0.285714286,1.428571429,0.571428571,0.4,0.553,1.9,1.3,14.1,0.4,12.2,0.14,0.43,7.7,0.428571429,15.3319959,11.49899693,0.5
Chris Andersen,Mem,C,37,20,18.3,38.2,10.2,0.084,32,0.688,53,2.65,0.604,1.6006,9,0.45,0.222,0.0999,3.1,1.7005,0.548548387,0.605,4.6,4.5,13.9,0.5,3.7,0.7,0.5,4.8,1.1008,15.18167704,11.38625778,0.56466129
Chris Bosh,Mia,PF,31,53,33.5,69.9,24.7,0.081,268,0.795,545,10.28301887,0.508,5.223773585,222,4.188679245,0.365,1.528867925,14.47169811,6.752641509,0.466610169,0.571,19.1,7.4,12.4,2.4,12.1,0.68,0.64,8.3,4.02,23.8971718,17.92287885,0.519432855
Chris Copeland,Mil,PF,31,24,6.5,13.5,17.4,0.1,7,0.857,15,0.625,0.467,0.291875,36,1.5,0.278,0.417,2.125,0.708875,0.333588235,0.462,2.1,0.4,3.7,0.5,10.3,0.08,0,4.6,0.249958333,4.974748378,3.731061283,0.431705882
Chris Johnson,Uta,SF,25,70,12.2,25.5,13.6,0.158,42,0.81,95,1.357142857,0.474,0.643285714,99,1.414285714,0.273,0.3861,2.771428571,1.029385714,0.371427835,0.482,2.9,1.9,9,0.6,8,0.46,0.29,4.9,0.486,10.18980693,7.642355196,0.441085052
Chris Kaman,Por,C,33,16,7,14.6,20.4,0.153,3,1,39,2.4375,0.487,1.1870625,4,0.25,0.25,0.0625,2.6875,1.2495625,0.464953488,0.496,2.8,1.5,11.6,0.7,15.9,0.06,0.06,8.2,0.1875,13.06000022,9.795000167,0.476581395
Chris McCullough,Bro,PF,20,24,15.1,31.4,16.5,0.112,23,0.478,74,3.083333333,0.419,1.291916667,35,1.458333333,0.371,0.541041667,4.541666667,1.832958333,0.403587156,0.47,4.7,2.8,10.5,0.4,3.7,1.17,0.5,4.6,0.458083333,14.17918095,10.63438571,0.463151376
Chris Paul,Lac,PG,30,74,32.7,68.1,27.1,0.134,328,0.896,785,10.60810811,0.501,5.314662162,329,4.445945946,0.371,1.649445946,15.05405405,6.964108108,0.462606822,0.575,19.5,4.2,7,10,52.6,2.04,0.18,11.4,3.971459459,32.62484456,24.46863342,0.517390934
Christian Wood,Phi,PF,20,17,8.5,17.7,19.4,0.031,21,0.619,42,2.470588235,0.429,1.059882353,11,0.647058824,0.364,0.235529412,3.117647059,1.295411765,0.415509434,0.49,3.6,2.2,14.3,0.2,3.5,0.29,0.41,5.5,0.764647059,15.3843634,11.53827255,0.453283019
CJ McCollum,Por,SG,24,80,34.7,72.4,27.1,0.114,226,0.827,959,11.9875,0.463,5.5502125,472,5.9,0.417,2.4603,17.8875,8.0105125,0.447827393,0.544,20.8,3.2,5,4.3,21.6,1.21,0.3,7.6,2.336275,22.79150561,17.09362921,0.516598882
CJ Miles,Ind,SF,28,64,22.9,47.6,22.8,0.092,124,0.75,246,3.84375,0.476,1.829625,387,6.046875,0.367,2.219203125,9.890625,4.048828125,0.40936019,0.548,11.8,2.7,6.5,1,7,0.83,0.45,5.5,1.453125,18.08296906,13.5622268,0.521547393
CJ Watson,Orl,PG,31,33,19.9,41.4,12.1,0.14,39,0.872,89,2.696969697,0.371,1.000575758,48,1.454545455,0.292,0.424727273,4.151515152,1.42530303,0.343321168,0.461,4.3,2,5.7,2.7,18.1,0.58,0.15,5.7,1.030545455,11.19894951,8.399212132,0.394474452
CJ Wilcox,Lac,SG,25,23,7.3,15.1,19.9,0.027,12,0.75,43,1.869565217,0.395,0.738478261,23,1,0.391,0.391,2.869565217,1.129478261,0.393606061,0.491,3,0.5,3.9,0.4,9.4,0.43,0.09,4.6,0.391304348,11.01934801,8.264511008,0.461734849
Cleanthony Early,Nyk,SF,24,17,9,18.8,14.9,0.177,4,0.75,25,1.470588235,0.32,0.470588235,15,0.882352941,0.267,0.235588235,2.352941176,0.706176471,0.300125,0.371,1.8,1.5,9.2,0.4,5.7,0.12,0.18,4.6,0.176470588,4.488102244,3.366076683,0.3501875
Clint Capela,Hou,C,21,77,19.1,39.8,16.1,0.109,211,0.379,396,5.142857143,0.583,2.998285714,1,0.012987013,0,0,5.155844156,2.998285714,0.581531486,0.553,7,6.4,18.5,0.6,5.1,0.77,1.19,6.3,1.038558442,21.19948106,15.89961079,0.581531486
Cody Zeller,Cha,C,23,73,24.3,50.6,15.4,0.112,232,0.754,427,5.849315068,0.539,3.152780822,10,0.136986301,0.1,0.01369863,5.98630137,3.166479452,0.528954233,0.592,8.7,6.2,14.1,1,6.3,0.78,0.86,6.2,2.396273973,19.47110004,14.60332503,0.530098398
Cole Aldrich,Lac,C,27,60,13.3,27.8,18.4,0.196,84,0.714,225,3.75,0.596,2.235,0,0,0,0,3.75,2.235,0.596,0.626,5.5,4.8,19.6,0.8,10,0.78,1.13,8.3,0.9996,26.94187717,20.20640788,0.596
Corey Brewer,Hou,SF,29,82,20.4,42.4,17.8,0.113,140,0.75,327,3.987804878,0.462,1.842365854,225,2.743902439,0.271,0.743597561,6.731707317,2.585963415,0.384146739,0.481,7.2,2.4,6.6,1.3,10,1.02,0.23,5.5,1.280487805,13.57148897,10.17861673,0.439377717
Cory Jefferson,Pho,PF,25,8,6.3,13,20.9,0,6,0.667,21,2.625,0.429,1.126125,1,0.125,0,0,2.75,1.126125,0.4095,0.446,2.8,2,17.3,0,0,0,0.13,0,0.50025,0,0,0.4095
Cory Joseph,Tor,PG,24,80,25.6,53.3,17,0.134,174,0.764,475,5.9375,0.478,2.838125,110,1.375,0.273,0.375375,7.3125,3.2135,0.439452991,0.512,8.5,2.6,5.9,3.1,19.3,0.79,0.25,6.4,1.6617,15.04797715,11.28598286,0.465119658
