NAME,TEAM,POS,AGE,GP,MPG,MIN%,USG%,TOr,FTA,FT%,2PAT,2PA,2P%,2PM,3PAT,3PA,3P%,3PM,FGA,FGM,FG%,TS%,PPG,RPG,TRB%,APG,AST%,SPG,BPG,VI,FTM,PER_n,PER,eFG%
Joel Anthony,Mia,C,29,64,20.9,42.9,7.9,0.197,71,0.69,152,2.375,0.559,1.327625,0,0,0,0,2.375,1.327625,0.559,0.598,3.4,3.9,11.2,0.1,1,0.56,1.31,2.1,0.76546875,12.48475569,9.488414327,0.559
Joel Przybilla,Por,C,31,27,16.4,33.6,8,0.282,18,0.611,48,1.777777778,0.458,0.814222222,0,0,0,0,1.777777778,0.814222222,0.458,0.492,2,5.1,18.1,0.2,1.9,0.15,0.59,3.1,0.407333333,10.86666035,8.258661867,0.458
Johan Petro,Njn,C,25,59,15.5,32.1,15.8,0.121,37,0.838,259,4.389830508,0.417,1.830559322,1,0.016949153,1,0.016949153,4.406779661,1.847508475,0.419242308,0.452,4.2,3.8,14.3,0.8,8.3,0.36,0.39,6,0.525525424,13.54397787,10.29342318,0.421165385
John Lucas,Chi,PG,29,49,14.6,30.2,26.4,0.101,32,0.875,218,4.448979592,0.404,1.797387755,141,2.87755102,0.39,1.122244898,7.326530612,2.919632653,0.398501393,0.495,7.5,1.6,5.9,2.2,26,0.39,0.02,8.2,0.571428571,18.9450506,14.39823846,0.475089137
John Salmons,Sac,SF,32,46,27,55.8,14.3,0.11,45,0.644,233,5.065217391,0.464,2.35026087,112,2.434782609,0.295,0.71826087,7.5,3.068521739,0.409136232,0.471,7.5,2.9,5.9,2,11.2,0.83,0.15,5.2,0.63,11.90633887,9.048817544,0.45702029
John Wall,Was,PG,21,66,36,74.9,25,0.192,402,0.789,852,12.90909091,0.44,5.68,42,0.636363636,0.071,0.045181818,13.54545455,5.725181818,0.42266443,0.502,16.3,4.5,7.1,8,37.1,1.42,0.86,9.3,4.805727273,26.692055,20.2859618,0.424332215
Jon Leuer,Mil,PF,22,46,11.9,24.6,17.9,0.081,28,0.75,182,3.956521739,0.516,2.041565217,9,0.195652174,0.333,0.065152174,4.152173913,2.106717391,0.507376963,0.536,4.7,2.6,12.1,0.5,7.5,0.3,0.37,6.1,0.456521739,17.5541286,13.34113773,0.515222513
Jonas Jerebko,Det,PF,24,64,22.8,47.1,18.2,0.115,124,0.806,347,5.421875,0.519,2.813953125,106,1.65625,0.302,0.5001875,7.078125,3.314140625,0.468222958,0.548,8.7,4.8,12.6,0.7,5.2,0.64,0.33,5.4,1.561625,18.12763759,13.77700457,0.503556291
Jonny Flynn,Hou,PG,22,11,12.1,23.2,19.2,0.16,14,0.786,32,2.909090909,0.313,0.910545455,9,0.818181818,0.222,0.181636364,3.727272727,1.092181818,0.29302439,0.392,3.4,0.7,3.5,2.5,30.8,0.27,0.09,6,1.000363636,12.76619149,9.702305529,0.317390244
Jonny Flynn,Por,PG,22,18,15.4,31.2,21.1,0.211,25,0.72,65,3.611111111,0.4,1.444444444,25,1.388888889,0.32,0.444444444,5,1.888888889,0.377777778,0.465,5.2,1.7,6.5,3.8,38.9,0.17,0.06,8.4,1,18.12768416,13.77703996,0.422222222
Jordan Crawford,Was,SG,23,64,27.2,56.5,28.3,0.128,203,0.793,598,9.34375,0.452,4.223375,273,4.265625,0.289,1.232765625,13.609375,5.456140625,0.400910448,0.488,14.7,2.6,5.5,3,19.4,0.92,0.08,7.1,2.515296875,20.65914935,15.70095351,0.446201493
Jordan Farmar,Njn,PG,25,39,21.1,43.8,22.8,0.166,63,0.905,190,4.871794872,0.484,2.357948718,125,3.205128205,0.44,1.41025641,8.076923077,3.768205128,0.466539683,0.592,10.4,1.6,4.3,3.3,29.4,0.62,0.05,7.2,1.461923077,22.67507283,17.23305535,0.55384127
Jordan Hill,Hou,SF,24,32,14.5,29.3,17.3,0.136,39,0.641,132,4.125,0.515,2.124375,3,0.09375,0,0,4.21875,2.124375,0.503555556,0.529,5,4.8,19.4,0.4,4.8,0.28,0.66,5.9,0.78121875,19.47629331,14.80198292,0.503555556
Jordan Williams,Njn,PF,21,43,14.6,30.2,14.9,0.113,66,0.652,152,3.534883721,0.507,1.792186047,0,0,0,0,3.534883721,1.792186047,0.507,0.544,4.6,3.6,14.5,0.3,3,0.49,0.35,4.7,1.000744186,17.14750554,13.03210421,0.507
Jose Barea,Min,PG,27,41,25,51.5,24.5,0.183,98,0.776,275,6.707317073,0.415,2.783536585,143,3.487804878,0.371,1.29397561,10.19512195,4.077512195,0.399947368,0.502,11.3,2.8,6.2,5.7,39.4,0.51,0,9,1.854829268,22.24762035,16.90819147,0.463407895
Jose Calderon,Tor,PG,30,53,33.7,69.6,16.1,0.17,68,0.882,318,6,0.5,3,159,3,0.371,1.113,9,4.113,0.457,0.547,10.5,3,5.2,8.8,44.6,0.89,0.06,7.7,1.131622642,20.33925056,15.45783043,0.518833333
Josh Childress,Pho,SG,28,34,14.3,29.7,10.2,0.083,2,0,75,2.205882353,0.587,1.294852941,24,0.705882353,0.167,0.117882353,2.911764706,1.412735294,0.485181818,0.501,2.9,2.8,11.1,1,10.2,0.41,0.18,5.6,0,11.43882487,8.693506899,0.505424242
Josh Harrellson,Nyk,PF,22,37,14.4,29.7,15.1,0.111,26,0.615,90,2.432432432,0.478,1.162702703,58,1.567567568,0.345,0.540810811,4,1.703513514,0.425878378,0.508,4.4,3.9,15.6,0.3,3.3,0.62,0.54,4.8,0.432162162,16.18263862,12.29880535,0.49347973
Josh Howard,Uta,SF,31,42,22.4,45.3,21,0.12,93,0.785,310,7.380952381,0.423,3.122142857,36,0.857142857,0.25,0.214285714,8.238095238,3.336428571,0.405,0.468,8.6,3.5,9.1,1.1,8.1,0.71,0.21,5.7,1.738214286,15.6801097,11.91688338,0.41800578
Josh McRoberts,Lal,PF,24,50,14.2,29,10.7,0.188,36,0.639,111,2.22,0.477,1.05894,7,0.14,0.429,0.06006,2.36,1.119,0.474152542,0.516,2.8,3.4,13.5,1,10.6,0.3,0.36,6,0.46008,13.40218124,10.18565774,0.486877119
Josh Smith,Atl,PF,26,65,35,71.5,28.4,0.118,314,0.627,969,14.90769231,0.478,7.125876923,106,1.630769231,0.264,0.430523077,16.53846154,7.5564,0.456898605,0.497,18.6,9.5,16,3.9,20.7,1.42,1.75,10.1,3.028892308,28.00077207,21.28058677,0.469914419
Jrue Holiday,Phi,PG,21,65,33.6,69.6,22,0.131,120,0.783,663,10.2,0.445,4.539,171,2.630769231,0.38,0.999692308,12.83076923,5.538692308,0.431672662,0.496,13.5,3.3,5.4,4.5,21.8,1.58,0.28,7,1.445538462,18.79611112,14.28504445,0.470629496
Kawhi Leonard,San,SF,20,64,23.8,49.2,14.6,0.09,88,0.773,295,4.609375,0.536,2.470625,109,1.703125,0.376,0.640375,6.3125,3.111,0.492831683,0.573,7.9,5.1,12.3,1.1,6.7,1.33,0.36,5.9,1.062875,18.96908444,14.41650417,0.543554455
Kemba Walker,Cha,PG,21,66,27,56,25.4,0.121,213,0.789,541,8.196969697,0.392,3.213212121,226,3.424242424,0.305,1.044393939,11.62121212,4.257606061,0.366365059,0.464,12.1,3.5,7.5,4.4,30.6,0.91,0.32,8.5,2.546318182,20.74199603,15.76391698,0.41129987
Kendrick Perkins,Okc,C,27,65,26.6,55,11.2,0.275,112,0.652,262,4.030769231,0.489,1.971046154,0,0,0,0,4.030769231,1.971046154,0.489,0.528,5.1,6.6,14,1.2,6.5,0.38,1.12,5.2,1.123446154,14.44889946,10.98116359,0.489
Kenneth Faried,Den,SF,22,46,22.4,45.7,18.9,0.124,164,0.665,309,6.717391304,0.586,3.936391304,0,0,0,0,6.717391304,3.936391304,0.586,0.618,10.2,7.7,20,0.8,5.6,0.74,1.02,7.1,2.370869565,28.27670197,21.4902935,0.586
Kenny Thomas,Por,PF,34,53,15,30.9,11.4,0.158,20,0.7,157,2.962264151,0.465,1.37745283,0,0,0,0,2.962264151,1.37745283,0.465,0.483,3,3.5,13.8,0.9,8.8,0.45,0.58,5.6,0.264150943,13.23500012,10.05860009,0.465
Kenyon Martin,Lac,PF,34,41,22.2,45.7,13.7,0.119,52,0.385,203,4.951219512,0.453,2.242902439,12,0.292682927,0.167,0.048878049,5.243902439,2.291780488,0.437037209,0.441,5.1,4.3,11.5,0.4,2.8,1.05,1.02,3.7,0.488292683,13.03696834,9.908095942,0.441697674
Kevin Durant,Okc,SF,23,66,38.4,79.2,31.5,0.14,501,0.86,953,14.43939394,0.535,7.725075758,344,5.212121212,0.387,2.017090909,19.65151515,9.742166667,0.495746338,0.61,28,8,11.9,3.5,17.7,1.33,1.17,9.6,6.528181818,35.67362911,27.11195812,0.547067849
Kevin Garnett,Bos,PF,35,60,30.9,63.9,25.1,0.111,189,0.857,768,12.8,0.505,6.464,9,0.15,0.333,0.04995,12.95,6.51395,0.503007722,0.55,15.8,8.2,15.7,2.9,18.1,0.95,1.02,9.3,2.69955,26.93513162,20.47070003,0.504936293
Kevin Love,Min,PF,23,55,38.8,80.3,28.9,0.092,460,0.824,777,14.12727273,0.475,6.710454545,282,5.127272727,0.372,1.907345455,19.25454545,8.6178,0.447572238,0.568,26,13.4,19.1,2,10.1,0.85,0.51,9.1,6.891636364,32.99173213,25.07371642,0.497101983
Kevin Martin,Hou,SG,28,41,31.1,63.4,24.6,0.101,181,0.884,316,7.707317073,0.462,3.560780488,226,5.512195122,0.35,1.929268293,13.2195122,5.49004878,0.415298893,0.554,16.8,2.7,5,2.7,14.5,0.71,0.1,6.4,3.902536585,22.19503162,16.86822403,0.488269372
Kevin Seraphin,Was,PF,22,57,20.4,42.5,18.4,0.138,70,0.671,380,6.666666667,0.532,3.546666667,1,0.01754386,0,0,6.684210526,3.546666667,0.530603675,0.548,7.9,4.9,13.6,0.6,4.8,0.33,1.33,5.6,0.824035088,19.83393273,15.07378887,0.530603675
Keyon Dooling,Bos,SG,31,46,14.1,29.2,15.5,0.161,31,0.742,82,1.782608696,0.476,0.848521739,81,1.760869565,0.333,0.586369565,3.543478261,1.434891304,0.40493865,0.515,4,0.8,3.5,1.1,12.1,0.28,0.04,4.3,0.500043478,10.22851025,7.773667791,0.487677914
Kirk Hinrich,Atl,PG,31,48,25.6,51.8,14.1,0.158,32,0.781,159,3.3125,0.472,1.5635,136,2.833333333,0.346,0.980333333,6.145833333,2.543833333,0.413911864,0.511,6.6,2.1,4.9,2.8,16.5,0.79,0.23,5.3,0.520666667,12.7443191,9.685682514,0.493667797
Klay Thompson,Gol,SG,21,66,24.1,50.1,24.9,0.12,91,0.868,450,6.818181818,0.46,3.136363636,268,4.060606061,0.414,1.681090909,10.87878788,4.817454545,0.442830084,0.545,12.5,2.4,5.7,2,14.2,0.74,0.3,6.5,1.196787879,20.14128684,15.307378,0.520094707
Kobe Bryant,Lal,SG,33,58,38.3,78.5,35.9,0.117,451,0.845,1049,18.0862069,0.464,8.392,287,4.948275862,0.303,1.499327586,23.03448276,9.891327586,0.429413922,0.527,27.9,5.4,7.9,4.6,23.9,1.19,0.31,9.2,6.570603448,30.55556719,23.22223107,0.461959207
Kosta Koufos,Den,C,23,48,16.3,33.3,14.2,0.129,55,0.6,192,4,0.599,2.396,0,0,0,0,4,2.396,0.599,0.608,5.5,5.4,19.2,0.3,2.9,0.5,0.85,5.1,0.6875,21.33747131,16.2164782,0.599
Kris Humphries,Njn,PF,26,62,34.6,71.9,19.5,0.131,278,0.752,671,10.82258065,0.481,5.20566129,0,0,0,0,10.82258065,5.20566129,0.481,0.539,13.8,11,18.4,1.5,7.5,0.81,1.19,7.1,3.371870968,23.30028021,17.70821296,0.481
Kyle Korver,Chi,SG,30,65,22.4,46.4,15.5,0.107,66,0.833,140,2.153846154,0.429,0.924,272,4.184615385,0.434,1.816123077,6.338461538,2.740123077,0.432300971,0.6,8.1,2.4,6.1,1.8,12,0.55,0.23,5.8,0.845815385,16.39379453,12.45928384,0.575563107
Kyle Lowry,Hou,PG,25,47,31.9,65.2,22.1,0.178,198,0.864,302,6.425531915,0.434,2.788680851,211,4.489361702,0.374,1.679021277,10.91489362,4.467702128,0.409321637,0.558,14.3,4.6,8.3,6.6,32.6,1.55,0.28,9.5,3.639829787,26.74268836,20.32444315,0.486235867
Kyrie Irving,Cle,PG,19,51,30.3,62.5,28.9,0.161,196,0.872,564,11.05882353,0.491,5.429882353,183,3.588235294,0.399,1.431705882,14.64705882,6.861588235,0.468461847,0.566,18.5,3.7,7,5.4,36.9,1.06,0.39,9.5,3.351215686,29.39390359,22.33936672,0.517335341
L.R. Mbah a Moute,Mil,SF,25,43,23.3,48.3,15.2,0.113,103,0.641,257,5.976744186,0.514,3.072046512,4,0.093023256,0.25,0.023255814,6.069767442,3.095302326,0.509954023,0.544,7.7,5.3,12.5,0.7,4.4,0.93,0.51,5.2,1.535418605,18.55768455,14.10384026,0.511869732
Lamar Odom,Dal,PF,32,50,20.3,41.6,20.2,0.115,98,0.592,238,4.76,0.399,1.89924,111,2.22,0.252,0.55944,6.98,2.45868,0.352246418,0.423,6.6,4.2,11.5,1.7,13,0.4,0.36,7.1,1.16032,14.59157798,11.08959926,0.392320917
LaMarcus Aldridge,Por,PF,26,55,36.1,74.4,27.1,0.095,274,0.814,932,16.94545455,0.516,8.743854545,11,0.2,0.182,0.0364,17.14545455,8.780254545,0.512103924,0.56,21.7,8,13,2.4,13.3,0.93,0.82,8.3,4.0552,27.94250622,21.23630473,0.513165429
Lance Stephenson,Ind,SG,21,42,10.3,21.1,17.7,0.214,17,0.471,95,2.261904762,0.453,1.024642857,30,0.714285714,0.133,0.095,2.976190476,1.119642857,0.3762,0.4,2.5,1.3,6.9,1.1,17,0.5,0.12,5.9,0.190642857,10.48479852,7.968446878,0.39216
Lance Thomas,Nor,PF,23,42,14.8,30.6,13.5,0.135,62,0.839,126,3,0.46,1.38,1,0.023809524,0,0,3.023809524,1.38,0.456377953,0.544,4,3,12,0.3,3.1,0.24,0.17,4.1,1.23852381,13.546027,10.29498052,0.456377953
Landry Fields,Nyk,SG,23,66,28.5,59,16.1,0.151,137,0.562,392,5.939393939,0.523,3.10630303,121,1.833333333,0.256,0.469333333,7.772727273,3.575636364,0.460023392,0.506,8.8,4.2,8.5,2.6,14.6,1.2,0.26,6.4,1.166575758,16.51812175,12.55377253,0.490214425
Larry Sanders,Mil,PF,22,52,12.1,25.2,17,0.176,38,0.474,182,3.5,0.462,1.617,2,0.038461538,0,0,3.538461538,1.617,0.456978261,0.463,3.6,3.1,14,0.6,8,0.62,1.46,6.2,0.346384615,19.46283971,14.79175818,0.456978261
Lavoy Allen,Phi,PF,22,41,15,31.1,14.7,0.104,14,0.786,167,4.073170732,0.473,1.926609756,0,0,0,0,4.073170732,1.926609756,0.473,0.488,4.1,4.2,15.4,0.8,8.5,0.32,0.44,6.4,0.268390244,14.9324777,11.34868305,0.473
Leandro Barbosa,Tor,SG,29,42,22.3,45.9,28.2,0.121,91,0.835,343,8.166666667,0.461,3.764833333,111,2.642857143,0.36,0.951428571,10.80952381,4.716261905,0.436306167,0.518,12.2,1.9,4.9,1.5,13.5,0.86,0.17,5.9,1.809166667,20.20398802,15.3550309,0.480314978
Leandro Barbosa,Ind,SG,29,22,19.6,39.8,23.5,0.116,33,0.758,124,5.636363636,0.387,2.181272727,59,2.681818182,0.424,1.137090909,8.318181818,3.318363636,0.398928962,0.496,8.9,2.2,6.4,1.5,13.5,0.91,0,6.3,1.137,17.42180919,13.24057498,0.467278688
LeBron James,Mia,SF,27,62,37.3,76.7,32.1,0.133,502,0.771,1020,16.4516129,0.556,9.147096774,149,2.403225806,0.362,0.869967742,18.85483871,10.01706452,0.531272883,0.605,27.1,7.9,12.7,6.2,33.8,1.85,0.81,11.8,6.242612903,39.19520959,29.78835929,0.554343028
Lester Hudson,Cle,PG,27,13,24,48,28.5,0.152,38,0.842,90,6.923076923,0.489,3.385384615,61,4.692307692,0.246,1.154307692,11.61538462,4.539692308,0.390834437,0.492,12.7,3.5,8.4,2.7,21.6,1.08,0.23,8.2,2.461230769,22.60376256,17.17885955,0.440523179
Linas Kleiza,Tor,SF,27,49,21.4,44.1,23.3,0.124,100,0.81,231,4.714285714,0.446,2.102571429,179,3.653061224,0.346,1.263959184,8.367346939,3.366530612,0.402341463,0.521,9.7,4.1,11.1,0.9,7.9,0.47,0.08,6.2,1.653061224,18.10207314,13.75757558,0.477870732
Lou Williams,Phi,PG,25,64,26.1,54.1,27.6,0.072,292,0.812,553,8.640625,0.425,3.672265625,229,3.578125,0.362,1.29528125,12.21875,4.967546875,0.406551151,0.525,14.9,2.4,5.2,3.5,22.6,0.83,0.28,7.7,3.70475,25.00810452,19.00615943,0.459554987
Louis Amundson,Ind,SG,22,60,12.3,25.5,17.6,0.16,82,0.427,206,3.433333333,0.432,1.4832,0,0,0,0,3.433333333,1.4832,0.432,0.44,3.6,3.7,16.9,0.2,3.1,0.45,0.73,4.5,0.583566667,16.2067127,12.31710165,0.432
Luis Scola,Hou,PF,31,66,31.1,64,24.9,0.136,198,0.773,885,13.40909091,0.493,6.610681818,3,0.045454545,0,0,13.45454545,6.610681818,0.491334459,0.526,15.5,6.5,12.1,2.1,12.1,0.53,0.36,7.7,2.319,21.93178623,16.66815754,0.49133446
Luke Babbitt,Por,SF,22,40,13.2,27.2,18.1,0.129,22,0.864,73,1.825,0.384,0.7008,100,2.5,0.43,1.075,4.325,1.7758,0.410589595,0.553,5.1,2.4,10.5,0.4,4.9,0.25,0.1,5.1,0.4752,14.60174681,11.09732758,0.534867052
Luke Harangody,Cle,SF,24,21,10.8,21.9,14.8,0.054,12,0.75,44,2.095238095,0.409,0.856952381,21,1,0.238,0.238,3.095238095,1.094952381,0.353753846,0.427,2.9,2.5,13.3,0.3,4.4,0.29,0.14,4.8,0.428571429,10.34062529,7.858875221,0.3922
Luke Ridnour,Min,PG,30,53,32.8,67.8,17.8,0.136,119,0.891,398,7.509433962,0.485,3.642075472,152,2.867924528,0.322,0.923471698,10.37735849,4.56554717,0.439952727,0.53,12.1,2.7,4.5,4.8,24.2,1.06,0.3,6.6,2.00054717,18.54774717,14.09628785,0.484447273
Luke Walton,Cle,SF,31,21,14,28.5,11.6,0.329,0,0,35,1.666666667,0.314,0.523333333,16,0.761904762,0.438,0.333714286,2.428571429,0.857047619,0.352901961,0.422,2,1.7,6.8,1.4,15.8,0.14,0.05,4.8,0,6.675188558,5.073143304,0.421607843
Luol Deng,Chi,SF,26,54,39.2,81.1,19.8,0.104,165,0.77,540,10,0.43,4.3,214,3.962962963,0.369,1.462333333,13.96296296,5.762333333,0.412687003,0.501,15.3,6.5,9.2,2.9,11.8,1.04,0.67,6.7,2.352777778,17.88522419,13.59277039,0.465051724
Malcolm Lee,Min,SG,21,19,12.6,25.6,15.5,0.204,17,0.824,49,2.578947368,0.429,1.106368421,10,0.526315789,0.2,0.105263158,3.105263158,1.211631579,0.390186441,0.466,3.3,1.4,6,1.6,20.2,0.42,0.21,6.2,0.737263158,13.48839677,10.25118155,0.407135593
Manny Harris,Cle,SG,22,26,17.3,35.4,20.3,0.133,59,0.695,114,4.384615385,0.421,1.845923077,36,1.384615385,0.333,0.461076923,5.769230769,2.307,0.39988,0.492,6.7,2.7,8.8,1.2,12,0.5,0.23,6.4,1.577115385,17.1274722,13.01687887,0.43984
Manu Ginobili,San,SG,34,34,23.1,47.6,22.8,0.163,101,0.871,159,4.676470588,0.616,2.880705882,126,3.705882353,0.413,1.530529412,8.382352941,4.411235294,0.526252632,0.668,12.9,3.4,8.5,4.4,30.6,0.71,0.35,10,2.587382353,31.28474204,23.77640395,0.617547368
Marc Gasol,Mem,C,26,65,36.3,75.1,19.2,0.121,317,0.748,728,11.2,0.489,5.4768,12,0.184615385,0.083,0.015323077,11.38461538,5.492123077,0.482416216,0.541,14.6,8.9,14.3,3.1,14.2,0.95,1.86,8.1,3.647938462,24.27513676,18.44910394,0.483089189
Marcin Gortat,Pho,C,27,66,31.8,66.3,20.9,0.093,251,0.649,767,11.62121212,0.557,6.473015152,2,0.03030303,0,0,11.65151515,6.473015152,0.555551365,0.578,15.4,10,17.7,0.9,4.8,0.73,1.48,6.5,2.468166667,26.29258927,19.98236785,0.555551366
Marco Belinelli,Nor,SG,25,66,29.6,61.2,19.7,0.085,129,0.783,402,6.090909091,0.445,2.710454545,284,4.303030303,0.377,1.622242424,10.39393939,4.33269697,0.416848397,0.525,11.8,2.6,5.2,1.5,9,0.73,0.08,4.8,1.530409091,14.86213518,11.29522274,0.494886298
Marcus Camby,Por,C,37,40,22.1,45.5,11.6,0.209,38,0.474,161,4.025,0.416,1.6744,0,0,0,0,4.025,1.6744,0.416,0.428,3.8,8.9,23.3,1.9,12.5,0.83,1.4,7.2,0.4503,18.7714295,14.26628642,0.416
Marcus Camby,Hou,C,37,19,23.9,47.4,14.8,0.068,26,0.423,121,6.368421053,0.488,3.107789474,5,0.263157895,0.4,0.105263158,6.631578947,3.213052632,0.484507937,0.491,7.1,9.3,22.5,1.7,11,0.89,1.53,8.1,0.578842105,22.14831074,16.83271616,0.492444445
Marcus Thornton,Sac,SG,24,51,34.7,71.9,23.5,0.088,163,0.865,494,9.68627451,0.496,4.804392157,310,6.078431373,0.345,2.097058824,15.76470588,6.90145098,0.437778607,0.544,18.7,3.7,5.8,1.9,9.5,1.37,0.24,5.9,2.764607843,21.2235693,16.12991266,0.504289801
Mario Chalmers,Mia,PG,25,64,28.3,58.2,17.5,0.207,101,0.792,238,3.71875,0.513,1.90771875,260,4.0625,0.388,1.57625,7.78125,3.48396875,0.447738956,0.578,9.8,2.7,5.6,3.5,19.2,1.52,0.17,6.4,1.249875,18.85436828,14.32931989,0.549024096
Markieff Morris,Pho,PF,22,63,19.3,40.1,20.6,0.127,106,0.717,312,4.952380952,0.42,2.08,124,1.968253968,0.347,0.682984127,6.920634921,2.762984127,0.399238532,0.484,7.4,4.4,13,1,8.3,0.65,0.67,6.6,1.206380952,18.24310961,13.8647633,0.448582569
Marquis Daniels,Bos,SG,31,38,12.5,25.8,18.3,0.155,23,0.739,133,3.5,0.391,1.3685,10,0.263157895,0,0,3.763157895,1.3685,0.363657343,0.395,3.2,1.7,8.2,1.2,15.8,0.55,0.24,6,0.447289474,11.21763844,8.525405214,0.363657343
Marreese Speights,Mem,C,24,60,22.2,46,20.7,0.121,109,0.771,485,8.083333333,0.456,3.686,3,0.05,0,0,8.133333333,3.686,0.453196721,0.491,8.8,6.2,16.4,0.8,6,0.35,0.48,6.3,1.40065,18.34903409,13.94526591,0.453196721
MarShon Brooks,Njn,SG,22,56,29.2,60.6,23,0.143,148,0.764,490,8.75,0.463,4.05125,150,2.678571429,0.313,0.838392857,11.42857143,4.889642857,0.42784375,0.502,12.6,3.6,7.1,2.3,14.7,0.93,0.27,6.4,2.019142857,18.1315995,13.78001562,0.464523437
Marvin Williams,Atl,SF,25,58,26.2,53.3,18.4,0.071,150,0.793,333,5.74137931,0.45,2.58362069,154,2.655172414,0.396,1.051448276,8.396551724,3.635068966,0.432924025,0.544,10.4,5.1,11.4,1.3,8,0.84,0.31,6.3,2.050862069,19.09243698,14.51025211,0.495535934
Matt Barnes,Lal,SF,31,63,22.7,46.6,16.5,0.141,128,0.742,249,3.952380952,0.518,2.047333333,138,2.19047619,0.333,0.729428571,6.142857143,2.776761905,0.452031008,0.554,7.8,5.5,13.4,2,13.9,0.56,0.76,7.8,1.507555556,20.4755744,15.56143654,0.511403101
Matt Bonner,San,PF,31,65,20.2,41.8,13,0.038,21,0.762,100,1.538461538,0.49,0.753846154,250,3.846153846,0.42,1.615384615,5.384615385,2.369230769,0.44,0.597,6.6,3.3,9.4,0.9,6.6,0.23,0.32,5.3,0.246184615,14.03392118,10.6657801,0.59
Matt Carroll,Cha,SG,31,53,11.1,22.9,15.6,0.121,38,0.789,114,2.150943396,0.386,0.830264151,43,0.811320755,0.186,0.15090566,2.962264151,0.981169811,0.33122293,0.409,2.7,1.1,5.7,0.7,10.8,0.3,0.13,4.6,0.565698113,8.078766695,6.139862688,0.356694267
Maurice Evans,Was,SF,33,24,14.1,29.3,16.9,0.078,13,0.769,67,2.791666667,0.418,1.166916667,45,1.875,0.378,0.70875,4.666666667,1.875666667,0.401928571,0.497,4.9,1,4,0.4,4.7,0.58,0,3.6,0.416541667,10.68001813,8.116813779,0.477866071
Mehmet Okur,Njn,C,32,17,26.5,54.5,16.8,0.145,5,0.6,67,3.941176471,0.433,1.706529412,72,4.235294118,0.319,1.351058824,8.176470588,3.057588235,0.37394964,0.46,7.6,4.8,10.5,1.8,11.2,0.53,0.29,6.1,0.176470588,12.15084682,9.234643585,0.456568345
Metta World Peace,Lal,SF,32,64,26.7,54.8,15.7,0.118,115,0.617,276,4.3125,0.46,1.98375,189,2.953125,0.296,0.874125,7.265625,2.857875,0.393341935,0.478,7.7,3.4,7.1,2.2,12.6,1.09,0.42,5.8,1.108671875,14.47747506,11.00288104,0.453496774
Michael Beasley,Min,PF,23,47,22.9,47.4,25.5,0.129,95,0.642,396,8.425531915,0.462,3.892595745,101,2.14893617,0.376,0.808,10.57446809,4.700595745,0.444523139,0.502,11.5,4.4,10.6,1,7.8,0.38,0.4,6.5,1.297659574,19.1431547,14.54879757,0.48272837
Michael Redd,Pho,SG,32,51,14.9,31,26.6,0.083,111,0.793,228,4.470588235,0.447,1.998352941,132,2.588235294,0.318,0.823058824,7.058823529,2.821411765,0.3997,0.511,8.2,1.5,5.7,0.6,7.3,0.25,0,5.2,1.725941176,18.00740767,13.68562983,0.458
Mickael Pietrus,Bos,SF,29,42,21.7,44.8,16.7,0.104,31,0.645,88,2.095238095,0.489,1.024571429,182,4.333333333,0.335,1.451666667,6.428571429,2.476238095,0.385192593,0.509,6.9,3.1,8.4,0.6,4.4,0.5,0.24,4.3,0.476071429,11.91441583,9.054956034,0.4981
Mickell Gladness,Gol,C,25,18,12.2,25,13.7,0.061,12,0.5,56,3.111111111,0.429,1.334666667,0,0,0,0,3.111111111,1.334666667,0.429,0.441,3,2.6,12.2,0.2,2,0.17,1.06,3.8,0.333333333,12.30108196,9.348822291,0.429
Mike Bibby,Nyk,PG,33,39,14.1,29.1,12,0.136,8,0.75,39,1,0.205,0.205,85,2.179487179,0.318,0.693076923,3.179487179,0.898076923,0.282459677,0.404,2.6,1.5,6.2,2.1,21.4,0.54,0.08,5.7,0.153846154,9.978440766,7.583614982,0.391451613
Mike Conley,Mem,PG,24,62,34.9,72.2,18.4,0.142,158,0.861,525,8.467741935,0.45,3.810483871,159,2.564516129,0.377,0.966822581,11.03225806,4.777306452,0.433030702,0.523,12.7,2.5,4.2,6.5,29.9,2.18,0.18,6.8,2.19416129,21.03893251,15.98958871,0.476848684
Mike Dunleavy,Mil,SF,31,55,26.1,54.2,19.2,0.093,143,0.811,296,5.381818182,0.527,2.836218182,208,3.781818182,0.399,1.508945455,9.163636364,4.345163636,0.474174603,0.597,12.3,3.7,7.9,2.1,13.1,0.51,0.15,7,2.1086,21.41501915,16.27541456,0.556507936
Mike James,Chi,PG,36,11,10.8,21.6,25.6,0.21,8,0.875,39,3.545454545,0.359,1.272818182,10,0.909090909,0.6,0.545454545,4.454545455,1.818272727,0.408183673,0.505,4.8,0.9,4.7,2.6,40.4,0.36,0.18,8.3,0.636363636,21.16777195,16.08750668,0.469408163
Mike Miller,Mia,SG,31,39,19.1,38.9,15,0.124,5,0.4,92,2.358974359,0.413,0.97425641,117,3,0.453,1.359,5.358974359,2.33325641,0.435392344,0.561,6.1,3.3,10.2,1.1,8.8,0.38,0.15,5.9,0.051282051,13.73918271,10.44177886,0.562188995
